election_date,election_type,election_type_label,party,county,counted_votes
2019-05-07,OTH,5 Other / Special / Local,DEM,OKA,11
2019-05-07,OTH,5 Other / Special / Local,DEM,WAL,366
2019-05-07,OTH,5 Other / Special / Local,IND,WAL,12
2019-05-07,OTH,5 Other / Special / Local,NPA,LEV,26
2019-05-07,OTH,5 Other / Special / Local,NPA,WAL,145
2019-05-07,OTH,5 Other / Special / Local,REP,LEV,99
2019-05-07,OTH,5 Other / Special / Local,REP,OKA,30
2019-05-07,OTH,5 Other / Special / Local,REP,WAL,1532
2019-05-14,OTH,5 Other / Special / Local,CPF,DUV,14
2019-05-14,OTH,5 Other / Special / Local,CSV,DUV,19
2019-05-14,OTH,5 Other / Special / Local,DEM,ALA,63
2019-05-14,OTH,5 Other / Special / Local,DEM,BAY,18
2019-05-14,OTH,5 Other / Special / Local,DEM,BRE,26
2019-05-14,OTH,5 Other / Special / Local,DEM,BRO,225
2019-05-14,OTH,5 Other / Special / Local,DEM,CIT,12
2019-05-14,OTH,5 Other / Special / Local,DEM,CLA,240
2019-05-14,OTH,5 Other / Special / Local,DEM,DAD,3967
2019-05-14,OTH,5 Other / Special / Local,DEM,DUV,28736
2019-05-14,OTH,5 Other / Special / Local,DEM,ESC,17
2019-05-14,OTH,5 Other / Special / Local,DEM,FLA,34
2019-05-14,OTH,5 Other / Special / Local,DEM,GUL,343
2019-05-14,OTH,5 Other / Special / Local,DEM,HIL,69
2019-05-14,OTH,5 Other / Special / Local,DEM,LAK,11
2019-05-14,OTH,5 Other / Special / Local,DEM,LEE,25
2019-05-14,OTH,5 Other / Special / Local,DEM,LEO,45
2019-05-14,OTH,5 Other / Special / Local,DEM,MRN,21
2019-05-14,OTH,5 Other / Special / Local,DEM,NAS,92
2019-05-14,OTH,5 Other / Special / Local,DEM,ORA,75
2019-05-14,OTH,5 Other / Special / Local,DEM,OSC,13
2019-05-14,OTH,5 Other / Special / Local,DEM,PAL,60
2019-05-14,OTH,5 Other / Special / Local,DEM,PIN,25
2019-05-14,OTH,5 Other / Special / Local,DEM,POL,36
2019-05-14,OTH,5 Other / Special / Local,DEM,PUT,23
2019-05-14,OTH,5 Other / Special / Local,DEM,SAR,15
2019-05-14,OTH,5 Other / Special / Local,DEM,SEM,18
2019-05-14,OTH,5 Other / Special / Local,DEM,STJ,342
2019-05-14,OTH,5 Other / Special / Local,DEM,STL,19
2019-05-14,OTH,5 Other / Special / Local,DEM,VOL,36
2019-05-14,OTH,5 Other / Special / Local,GRE,DUV,22
2019-05-14,OTH,5 Other / Special / Local,IND,BRO,12
2019-05-14,OTH,5 Other / Special / Local,IND,CLA,13
2019-05-14,OTH,5 Other / Special / Local,IND,DAD,60
2019-05-14,OTH,5 Other / Special / Local,IND,DUV,552
2019-05-14,OTH,5 Other / Special / Local,IND,STJ,19
2019-05-14,OTH,5 Other / Special / Local,LPF,DUV,92
2019-05-14,OTH,5 Other / Special / Local,NPA,BRE,17
2019-05-14,OTH,5 Other / Special / Local,NPA,BRO,78
2019-05-14,OTH,5 Other / Special / Local,NPA,CLA,78
2019-05-14,OTH,5 Other / Special / Local,NPA,DAD,1356
2019-05-14,OTH,5 Other / Special / Local,NPA,DUV,5718
2019-05-14,OTH,5 Other / Special / Local,NPA,GUL,37
2019-05-14,OTH,5 Other / Special / Local,NPA,HIL,25
2019-05-14,OTH,5 Other / Special / Local,NPA,MRN,12
2019-05-14,OTH,5 Other / Special / Local,NPA,NAS,35
2019-05-14,OTH,5 Other / Special / Local,NPA,ORA,21
2019-05-14,OTH,5 Other / Special / Local,NPA,PAL,32
2019-05-14,OTH,5 Other / Special / Local,NPA,PIN,14
2019-05-14,OTH,5 Other / Special / Local,NPA,POL,21
2019-05-14,OTH,5 Other / Special / Local,NPA,STJ,132
2019-05-14,OTH,5 Other / Special / Local,NPA,VOL,14
2019-05-14,OTH,5 Other / Special / Local,REP,ALA,30
2019-05-14,OTH,5 Other / Special / Local,REP,BAK,97
2019-05-14,OTH,5 Other / Special / Local,REP,BAY,19
2019-05-14,OTH,5 Other / Special / Local,REP,BRA,57
2019-05-14,OTH,5 Other / Special / Local,REP,BRE,30
2019-05-14,OTH,5 Other / Special / Local,REP,BRO,48
2019-05-14,OTH,5 Other / Special / Local,REP,CIT,17
2019-05-14,OTH,5 Other / Special / Local,REP,CLA,512
2019-05-14,OTH,5 Other / Special / Local,REP,CLL,10
2019-05-14,OTH,5 Other / Special / Local,REP,CLM,31
2019-05-14,OTH,5 Other / Special / Local,REP,DAD,1882
2019-05-14,OTH,5 Other / Special / Local,REP,DUV,32666
2019-05-14,OTH,5 Other / Special / Local,REP,ESC,23
2019-05-14,OTH,5 Other / Special / Local,REP,FLA,68
2019-05-14,OTH,5 Other / Special / Local,REP,GIL,13
2019-05-14,OTH,5 Other / Special / Local,REP,GUL,580
2019-05-14,OTH,5 Other / Special / Local,REP,HIL,45
2019-05-14,OTH,5 Other / Special / Local,REP,IND,20
2019-05-14,OTH,5 Other / Special / Local,REP,LAK,28
2019-05-14,OTH,5 Other / Special / Local,REP,LEE,33
2019-05-14,OTH,5 Other / Special / Local,REP,LEO,43
2019-05-14,OTH,5 Other / Special / Local,REP,MAN,18
2019-05-14,OTH,5 Other / Special / Local,REP,MON,12
2019-05-14,OTH,5 Other / Special / Local,REP,MRN,50
2019-05-14,OTH,5 Other / Special / Local,REP,NAS,340
2019-05-14,OTH,5 Other / Special / Local,REP,OKA,18
2019-05-14,OTH,5 Other / Special / Local,REP,ORA,38
2019-05-14,OTH,5 Other / Special / Local,REP,PAL,35
2019-05-14,OTH,5 Other / Special / Local,REP,PAS,26
2019-05-14,OTH,5 Other / Special / Local,REP,PIN,30
2019-05-14,OTH,5 Other / Special / Local,REP,POL,37
2019-05-14,OTH,5 Other / Special / Local,REP,PUT,82
2019-05-14,OTH,5 Other / Special / Local,REP,SAN,28
2019-05-14,OTH,5 Other / Special / Local,REP,SAR,16
2019-05-14,OTH,5 Other / Special / Local,REP,SEM,23
2019-05-14,OTH,5 Other / Special / Local,REP,STJ,810
2019-05-14,OTH,5 Other / Special / Local,REP,STL,24
2019-05-14,OTH,5 Other / Special / Local,REP,SUM,44
2019-05-14,OTH,5 Other / Special / Local,REP,SUW,37
2019-05-14,OTH,5 Other / Special / Local,REP,VOL,79
2019-05-14,OTH,5 Other / Special / Local,REP,WAK,11
2019-05-21,OTH,5 Other / Special / Local,AMF,VOL,22
2019-05-21,OTH,5 Other / Special / Local,BPP,OSC,23
2019-05-21,OTH,5 Other / Special / Local,BPP,VOL,12
2019-05-21,OTH,5 Other / Special / Local,CPF,VOL,28
2019-05-21,OTH,5 Other / Special / Local,CSV,OSC,24
2019-05-21,OTH,5 Other / Special / Local,CSV,VOL,51
2019-05-21,OTH,5 Other / Special / Local,DEM,ALA,58
2019-05-21,OTH,5 Other / Special / Local,DEM,BAY,316
2019-05-21,OTH,5 Other / Special / Local,DEM,BRE,137
2019-05-21,OTH,5 Other / Special / Local,DEM,BRO,69
2019-05-21,OTH,5 Other / Special / Local,DEM,CHA,15
2019-05-21,OTH,5 Other / Special / Local,DEM,CIT,25
2019-05-21,OTH,5 Other / Special / Local,DEM,CLA,26
2019-05-21,OTH,5 Other / Special / Local,DEM,CLM,10
2019-05-21,OTH,5 Other / Special / Local,DEM,DAD,21
2019-05-21,OTH,5 Other / Special / Local,DEM,DUV,109
2019-05-21,OTH,5 Other / Special / Local,DEM,FLA,199
2019-05-21,OTH,5 Other / Special / Local,DEM,HER,13
2019-05-21,OTH,5 Other / Special / Local,DEM,HIG,14
2019-05-21,OTH,5 Other / Special / Local,DEM,HIL,93
2019-05-21,OTH,5 Other / Special / Local,DEM,IND,22
2019-05-21,OTH,5 Other / Special / Local,DEM,LAK,171
2019-05-21,OTH,5 Other / Special / Local,DEM,LEE,19
2019-05-21,OTH,5 Other / Special / Local,DEM,LEO,24
2019-05-21,OTH,5 Other / Special / Local,DEM,MAN,30
2019-05-21,OTH,5 Other / Special / Local,DEM,MRN,124
2019-05-21,OTH,5 Other / Special / Local,DEM,NAS,17
2019-05-21,OTH,5 Other / Special / Local,DEM,ORA,580
2019-05-21,OTH,5 Other / Special / Local,DEM,OSC,10693
2019-05-21,OTH,5 Other / Special / Local,DEM,PAL,47
2019-05-21,OTH,5 Other / Special / Local,DEM,PAS,36
2019-05-21,OTH,5 Other / Special / Local,DEM,PIN,73
2019-05-21,OTH,5 Other / Special / Local,DEM,POL,357
2019-05-21,OTH,5 Other / Special / Local,DEM,PUT,27
2019-05-21,OTH,5 Other / Special / Local,DEM,SAR,24
2019-05-21,OTH,5 Other / Special / Local,DEM,SEM,252
2019-05-21,OTH,5 Other / Special / Local,DEM,STJ,54
2019-05-21,OTH,5 Other / Special / Local,DEM,STL,31
2019-05-21,OTH,5 Other / Special / Local,DEM,SUM,21
2019-05-21,OTH,5 Other / Special / Local,DEM,VOL,23007
2019-05-21,OTH,5 Other / Special / Local,GRE,OSC,10
2019-05-21,OTH,5 Other / Special / Local,GRE,VOL,27
2019-05-21,OTH,5 Other / Special / Local,IND,BRE,20
2019-05-21,OTH,5 Other / Special / Local,IND,DUV,13
2019-05-21,OTH,5 Other / Special / Local,IND,FLA,20
2019-05-21,OTH,5 Other / Special / Local,IND,HIL,12
2019-05-21,OTH,5 Other / Special / Local,IND,LAK,34
2019-05-21,OTH,5 Other / Special / Local,IND,MRN,21
2019-05-21,OTH,5 Other / Special / Local,IND,ORA,43
2019-05-21,OTH,5 Other / Special / Local,IND,OSC,288
2019-05-21,OTH,5 Other / Special / Local,IND,POL,26
2019-05-21,OTH,5 Other / Special / Local,IND,SEM,34
2019-05-21,OTH,5 Other / Special / Local,IND,VOL,1376
2019-05-21,OTH,5 Other / Special / Local,LPF,OSC,39
2019-05-21,OTH,5 Other / Special / Local,LPF,VOL,168
2019-05-21,OTH,5 Other / Special / Local,NPA,ALA,37
2019-05-21,OTH,5 Other / Special / Local,NPA,BAY,22
2019-05-21,OTH,5 Other / Special / Local,NPA,BRE,116
2019-05-21,OTH,5 Other / Special / Local,NPA,BRO,37
2019-05-21,OTH,5 Other / Special / Local,NPA,CHA,18
2019-05-21,OTH,5 Other / Special / Local,NPA,CIT,22
2019-05-21,OTH,5 Other / Special / Local,NPA,CLA,16
2019-05-21,OTH,5 Other / Special / Local,NPA,CLL,11
2019-05-21,OTH,5 Other / Special / Local,NPA,CLM,16
2019-05-21,OTH,5 Other / Special / Local,NPA,DAD,16
2019-05-21,OTH,5 Other / Special / Local,NPA,DUV,45
2019-05-21,OTH,5 Other / Special / Local,NPA,FLA,159
2019-05-21,OTH,5 Other / Special / Local,NPA,HIG,13
2019-05-21,OTH,5 Other / Special / Local,NPA,HIL,51
2019-05-21,OTH,5 Other / Special / Local,NPA,IND,16
2019-05-21,OTH,5 Other / Special / Local,NPA,LAK,187
2019-05-21,OTH,5 Other / Special / Local,NPA,LEE,24
2019-05-21,OTH,5 Other / Special / Local,NPA,LEO,13
2019-05-21,OTH,5 Other / Special / Local,NPA,LEV,10
2019-05-21,OTH,5 Other / Special / Local,NPA,MAN,24
2019-05-21,OTH,5 Other / Special / Local,NPA,MRN,86
2019-05-21,OTH,5 Other / Special / Local,NPA,MRT,10
2019-05-21,OTH,5 Other / Special / Local,NPA,NAS,13
2019-05-21,OTH,5 Other / Special / Local,NPA,OKA,10
2019-05-21,OTH,5 Other / Special / Local,NPA,ORA,329
2019-05-21,OTH,5 Other / Special / Local,NPA,OSC,6023
2019-05-21,OTH,5 Other / Special / Local,NPA,PAL,34
2019-05-21,OTH,5 Other / Special / Local,NPA,PAS,40
2019-05-21,OTH,5 Other / Special / Local,NPA,PIN,37
2019-05-21,OTH,5 Other / Special / Local,NPA,POL,222
2019-05-21,OTH,5 Other / Special / Local,NPA,PUT,23
2019-05-21,OTH,5 Other / Special / Local,NPA,SAR,20
2019-05-21,OTH,5 Other / Special / Local,NPA,SEM,169
2019-05-21,OTH,5 Other / Special / Local,NPA,STJ,39
2019-05-21,OTH,5 Other / Special / Local,NPA,STL,21
2019-05-21,OTH,5 Other / Special / Local,NPA,SUM,27
2019-05-21,OTH,5 Other / Special / Local,NPA,VOL,15502
2019-05-21,OTH,5 Other / Special / Local,REP,ALA,53
2019-05-21,OTH,5 Other / Special / Local,REP,BAY,66
2019-05-21,OTH,5 Other / Special / Local,REP,BRE,317
2019-05-21,OTH,5 Other / Special / Local,REP,BRO,62
2019-05-21,OTH,5 Other / Special / Local,REP,CHA,41
2019-05-21,OTH,5 Other / Special / Local,REP,CIT,108
2019-05-21,OTH,5 Other / Special / Local,REP,CLA,61
2019-05-21,OTH,5 Other / Special / Local,REP,CLL,31
2019-05-21,OTH,5 Other / Special / Local,REP,CLM,40
2019-05-21,OTH,5 Other / Special / Local,REP,DAD,20
2019-05-21,OTH,5 Other / Special / Local,REP,DIX,11
2019-05-21,OTH,5 Other / Special / Local,REP,DUV,127
2019-05-21,OTH,5 Other / Special / Local,REP,ESC,20
2019-05-21,OTH,5 Other / Special / Local,REP,FLA,388
2019-05-21,OTH,5 Other / Special / Local,REP,GIL,20
2019-05-21,OTH,5 Other / Special / Local,REP,HER,37
2019-05-21,OTH,5 Other / Special / Local,REP,HIG,26
2019-05-21,OTH,5 Other / Special / Local,REP,HIL,94
2019-05-21,OTH,5 Other / Special / Local,REP,IND,58
2019-05-21,OTH,5 Other / Special / Local,REP,LAK,447
2019-05-21,OTH,5 Other / Special / Local,REP,LEE,65
2019-05-21,OTH,5 Other / Special / Local,REP,LEO,36
2019-05-21,OTH,5 Other / Special / Local,REP,LEV,33
2019-05-21,OTH,5 Other / Special / Local,REP,MAN,77
2019-05-21,OTH,5 Other / Special / Local,REP,MON,19
2019-05-21,OTH,5 Other / Special / Local,REP,MRN,249
2019-05-21,OTH,5 Other / Special / Local,REP,MRT,24
2019-05-21,OTH,5 Other / Special / Local,REP,NAS,31
2019-05-21,OTH,5 Other / Special / Local,REP,OKA,31
2019-05-21,OTH,5 Other / Special / Local,REP,ORA,498
2019-05-21,OTH,5 Other / Special / Local,REP,OSC,12082
2019-05-21,OTH,5 Other / Special / Local,REP,PAL,46
2019-05-21,OTH,5 Other / Special / Local,REP,PAS,81
2019-05-21,OTH,5 Other / Special / Local,REP,PIN,80
2019-05-21,OTH,5 Other / Special / Local,REP,POL,390
2019-05-21,OTH,5 Other / Special / Local,REP,PUT,63
2019-05-21,OTH,5 Other / Special / Local,REP,SAN,18
2019-05-21,OTH,5 Other / Special / Local,REP,SAR,46
2019-05-21,OTH,5 Other / Special / Local,REP,SEM,314
2019-05-21,OTH,5 Other / Special / Local,REP,STJ,142
2019-05-21,OTH,5 Other / Special / Local,REP,STL,45
2019-05-21,OTH,5 Other / Special / Local,REP,SUM,112
2019-05-21,OTH,5 Other / Special / Local,REP,SUW,56
2019-05-21,OTH,5 Other / Special / Local,REP,VOL,37531
2019-05-21,OTH,5 Other / Special / Local,REP,WAL,15
2019-05-21,OTH,5 Other / Special / Local,REP,WAS,10
2019-05-28,OTH,5 Other / Special / Local,DEM,DAD,339
2019-05-28,OTH,5 Other / Special / Local,IND,DAD,13
2019-05-28,OTH,5 Other / Special / Local,NPA,DAD,487
2019-05-28,OTH,5 Other / Special / Local,REP,DAD,1171
2019-05-28,OTH,5 Other / Special / Local,REP,LEE,11
2019-06-04,OTH,5 Other / Special / Local,DEM,BRO,42
2019-06-04,OTH,5 Other / Special / Local,DEM,DAD,878
2019-06-04,OTH,5 Other / Special / Local,DEM,LEE,737
2019-06-04,OTH,5 Other / Special / Local,DEM,OKA,30
2019-06-04,OTH,5 Other / Special / Local,IND,LEE,31
2019-06-04,OTH,5 Other / Special / Local,NPA,BRO,14
2019-06-04,OTH,5 Other / Special / Local,NPA,DAD,145
2019-06-04,OTH,5 Other / Special / Local,NPA,LEE,443
2019-06-04,OTH,5 Other / Special / Local,REP,BRO,10
2019-06-04,OTH,5 Other / Special / Local,REP,CHA,14
2019-06-04,OTH,5 Other / Special / Local,REP,DAD,64
2019-06-04,OTH,5 Other / Special / Local,REP,LEE,1309
2019-06-04,OTH,5 Other / Special / Local,REP,OKA,132
2019-06-11,OTH,5 Other / Special / Local,DEM,FLA,13
2019-06-11,OTH,5 Other / Special / Local,DEM,VOL,1439
2019-06-11,OTH,5 Other / Special / Local,IND,VOL,85
2019-06-11,OTH,5 Other / Special / Local,NPA,VOL,800
2019-06-11,OTH,5 Other / Special / Local,REP,VOL,2112
2019-06-18,GEN,1 General,DEM,ALA,14
2019-06-18,GEN,1 General,DEM,BAY,24
2019-06-18,GEN,1 General,DEM,BRO,12
2019-06-18,GEN,1 General,DEM,CAL,182
2019-06-18,GEN,1 General,DEM,CIT,10
2019-06-18,GEN,1 General,DEM,DUV,12
2019-06-18,GEN,1 General,DEM,FRA,400
2019-06-18,GEN,1 General,DEM,GUL,352
2019-06-18,GEN,1 General,DEM,HER,34
2019-06-18,GEN,1 General,DEM,HIL,155
2019-06-18,GEN,1 General,DEM,JEF,656
2019-06-18,GEN,1 General,DEM,LAF,62
2019-06-18,GEN,1 General,DEM,LAK,10
2019-06-18,GEN,1 General,DEM,LEO,392
2019-06-18,GEN,1 General,DEM,LIB,69
2019-06-18,GEN,1 General,DEM,MAD,576
2019-06-18,GEN,1 General,DEM,MAN,12
2019-06-18,GEN,1 General,DEM,MRN,18
2019-06-18,GEN,1 General,DEM,ORA,22
2019-06-18,GEN,1 General,DEM,PAL,13
2019-06-18,GEN,1 General,DEM,PAS,4602
2019-06-18,GEN,1 General,DEM,PIN,42
2019-06-18,GEN,1 General,DEM,POL,28
2019-06-18,GEN,1 General,DEM,SAR,13
2019-06-18,GEN,1 General,DEM,STJ,10
2019-06-18,GEN,1 General,DEM,SUM,15
2019-06-18,GEN,1 General,DEM,TAY,443
2019-06-18,GEN,1 General,DEM,VOL,11
2019-06-18,GEN,1 General,DEM,WAK,772
2019-06-18,GEN,1 General,IND,FRA,26
2019-06-18,GEN,1 General,IND,GUL,10
2019-06-18,GEN,1 General,IND,HIL,11
2019-06-18,GEN,1 General,IND,PAS,171
2019-06-18,GEN,1 General,IND,WAK,23
2019-06-18,GEN,1 General,LPF,PAS,18
2019-06-18,GEN,1 General,NPA,CAL,27
2019-06-18,GEN,1 General,NPA,CIT,14
2019-06-18,GEN,1 General,NPA,FRA,71
2019-06-18,GEN,1 General,NPA,GUL,57
2019-06-18,GEN,1 General,NPA,HER,22
2019-06-18,GEN,1 General,NPA,HIL,53
2019-06-18,GEN,1 General,NPA,JEF,62
2019-06-18,GEN,1 General,NPA,LAK,12
2019-06-18,GEN,1 General,NPA,LEO,82
2019-06-18,GEN,1 General,NPA,MAD,48
2019-06-18,GEN,1 General,NPA,PAS,1917
2019-06-18,GEN,1 General,NPA,PIN,18
2019-06-18,GEN,1 General,NPA,POL,21
2019-06-18,GEN,1 General,NPA,TAY,34
2019-06-18,GEN,1 General,NPA,WAK,159
2019-06-18,GEN,1 General,REP,ALA,22
2019-06-18,GEN,1 General,REP,BAY,53
2019-06-18,GEN,1 General,REP,BRE,31
2019-06-18,GEN,1 General,REP,CAL,684
2019-06-18,GEN,1 General,REP,CHA,16
2019-06-18,GEN,1 General,REP,CIT,60
2019-06-18,GEN,1 General,REP,CLM,18
2019-06-18,GEN,1 General,REP,DIX,11
2019-06-18,GEN,1 General,REP,DUV,14
2019-06-18,GEN,1 General,REP,ESC,11
2019-06-18,GEN,1 General,REP,FRA,633
2019-06-18,GEN,1 General,REP,GAD,22
2019-06-18,GEN,1 General,REP,GUL,1013
2019-06-18,GEN,1 General,REP,HER,97
2019-06-18,GEN,1 General,REP,HIL,157
2019-06-18,GEN,1 General,REP,JAC,36
2019-06-18,GEN,1 General,REP,JEF,703
2019-06-18,GEN,1 General,REP,LAF,506
2019-06-18,GEN,1 General,REP,LAK,35
2019-06-18,GEN,1 General,REP,LEE,13
2019-06-18,GEN,1 General,REP,LEO,432
2019-06-18,GEN,1 General,REP,LIB,184
2019-06-18,GEN,1 General,REP,MAD,849
2019-06-18,GEN,1 General,REP,MAN,14
2019-06-18,GEN,1 General,REP,MRN,38
2019-06-18,GEN,1 General,REP,OKA,12
2019-06-18,GEN,1 General,REP,ORA,14
2019-06-18,GEN,1 General,REP,PAL,14
2019-06-18,GEN,1 General,REP,PAS,6234
2019-06-18,GEN,1 General,REP,PIN,56
2019-06-18,GEN,1 General,REP,POL,40
2019-06-18,GEN,1 General,REP,SAN,19
2019-06-18,GEN,1 General,REP,SAR,15
2019-06-18,GEN,1 General,REP,SEM,12
2019-06-18,GEN,1 General,REP,STJ,10
2019-06-18,GEN,1 General,REP,SUM,31
2019-06-18,GEN,1 General,REP,SUW,18
2019-06-18,GEN,1 General,REP,TAY,1277
2019-06-18,GEN,1 General,REP,VOL,24
2019-06-18,GEN,1 General,REP,WAK,1739
2019-06-18,OTH,5 Other / Special / Local,DEM,ALA,10
2019-06-18,OTH,5 Other / Special / Local,DEM,BRE,11
2019-06-18,OTH,5 Other / Special / Local,DEM,BRO,2646
2019-06-18,OTH,5 Other / Special / Local,DEM,DAD,11
2019-06-18,OTH,5 Other / Special / Local,DEM,HIL,22
2019-06-18,OTH,5 Other / Special / Local,DEM,LEE,17
2019-06-18,OTH,5 Other / Special / Local,DEM,MRN,12
2019-06-18,OTH,5 Other / Special / Local,DEM,MRT,126
2019-06-18,OTH,5 Other / Special / Local,DEM,ORA,20
2019-06-18,OTH,5 Other / Special / Local,DEM,PAL,123
2019-06-18,OTH,5 Other / Special / Local,DEM,PAS,10
2019-06-18,OTH,5 Other / Special / Local,DEM,STL,28
2019-06-18,OTH,5 Other / Special / Local,IND,BRO,61
2019-06-18,OTH,5 Other / Special / Local,IND,MRT,12
2019-06-18,OTH,5 Other / Special / Local,NPA,BRO,1056
2019-06-18,OTH,5 Other / Special / Local,NPA,MRT,89
2019-06-18,OTH,5 Other / Special / Local,NPA,PAL,47
2019-06-18,OTH,5 Other / Special / Local,NPA,STL,18
2019-06-18,OTH,5 Other / Special / Local,REP,BRE,15
2019-06-18,OTH,5 Other / Special / Local,REP,BRO,1861
2019-06-18,OTH,5 Other / Special / Local,REP,CLL,15
2019-06-18,OTH,5 Other / Special / Local,REP,HIL,10
2019-06-18,OTH,5 Other / Special / Local,REP,LAK,16
2019-06-18,OTH,5 Other / Special / Local,REP,LEE,13
2019-06-18,OTH,5 Other / Special / Local,REP,MRN,18
2019-06-18,OTH,5 Other / Special / Local,REP,MRT,415
2019-06-18,OTH,5 Other / Special / Local,REP,ORA,13
2019-06-18,OTH,5 Other / Special / Local,REP,PAL,77
2019-06-18,OTH,5 Other / Special / Local,REP,STJ,21
2019-06-18,OTH,5 Other / Special / Local,REP,STL,39
2019-07-09,OTH,5 Other / Special / Local,DEM,DIX,12
2019-07-09,OTH,5 Other / Special / Local,REP,DIX,32
2019-07-16,OTH,5 Other / Special / Local,DEM,HEN,62
2019-07-16,OTH,5 Other / Special / Local,NPA,HEN,10
2019-07-16,OTH,5 Other / Special / Local,REP,HEN,120
2019-07-23,OTH,5 Other / Special / Local,DEM,SUM,31
2019-07-23,OTH,5 Other / Special / Local,REP,SUM,16
2019-07-26,OTH,5 Other / Special / Local,DEM,OKA,92
2019-07-26,OTH,5 Other / Special / Local,NPA,OKA,49
2019-07-26,OTH,5 Other / Special / Local,REP,OKA,482
2019-07-26,OTH,5 Other / Special / Local,REP,WAL,10
2019-08-27,OTH,5 Other / Special / Local,DEM,CAL,87
2019-08-27,OTH,5 Other / Special / Local,DEM,CIT,12
2019-08-27,OTH,5 Other / Special / Local,DEM,HIL,75
2019-08-27,OTH,5 Other / Special / Local,DEM,LEO,17
2019-08-27,OTH,5 Other / Special / Local,DEM,MAN,55
2019-08-27,OTH,5 Other / Special / Local,DEM,MRN,12
2019-08-27,OTH,5 Other / Special / Local,DEM,ORA,15
2019-08-27,OTH,5 Other / Special / Local,DEM,PAS,29
2019-08-27,OTH,5 Other / Special / Local,DEM,PIN,5257
2019-08-27,OTH,5 Other / Special / Local,DEM,POL,10
2019-08-27,OTH,5 Other / Special / Local,IND,PIN,81
2019-08-27,OTH,5 Other / Special / Local,LPF,PIN,11
2019-08-27,OTH,5 Other / Special / Local,NPA,HIL,14
2019-08-27,OTH,5 Other / Special / Local,NPA,MAN,14
2019-08-27,OTH,5 Other / Special / Local,NPA,PIN,1082
2019-08-27,OTH,5 Other / Special / Local,REP,BRE,12
2019-08-27,OTH,5 Other / Special / Local,REP,CAL,46
2019-08-27,OTH,5 Other / Special / Local,REP,CIT,23
2019-08-27,OTH,5 Other / Special / Local,REP,HER,10
2019-08-27,OTH,5 Other / Special / Local,REP,HIL,26
2019-08-27,OTH,5 Other / Special / Local,REP,MAN,45
2019-08-27,OTH,5 Other / Special / Local,REP,MRN,12
2019-08-27,OTH,5 Other / Special / Local,REP,PAS,22
2019-08-27,OTH,5 Other / Special / Local,REP,PIN,2401
2019-09-03,OTH,5 Other / Special / Local,DEM,FRA,522
2019-09-03,OTH,5 Other / Special / Local,DEM,LEO,12
2019-09-03,OTH,5 Other / Special / Local,NPA,FRA,79
2019-09-03,OTH,5 Other / Special / Local,REP,FRA,200
2019-09-10,OTH,5 Other / Special / Local,DEM,DAD,43
2019-09-10,OTH,5 Other / Special / Local,DEM,LEV,103
2019-09-10,OTH,5 Other / Special / Local,DEM,PAS,57
2019-09-10,OTH,5 Other / Special / Local,NPA,DAD,49
2019-09-10,OTH,5 Other / Special / Local,NPA,LEV,11
2019-09-10,OTH,5 Other / Special / Local,NPA,PAS,32
2019-09-10,OTH,5 Other / Special / Local,REP,BAK,54
2019-09-10,OTH,5 Other / Special / Local,REP,DAD,86
2019-09-10,OTH,5 Other / Special / Local,REP,LEV,82
2019-09-10,OTH,5 Other / Special / Local,REP,PAS,141
2019-09-17,OTH,5 Other / Special / Local,DEM,MRN,1483
2019-09-17,OTH,5 Other / Special / Local,DEM,ORA,10
2019-09-17,OTH,5 Other / Special / Local,IND,MRN,31
2019-09-17,OTH,5 Other / Special / Local,NPA,MRN,301
2019-09-17,OTH,5 Other / Special / Local,REP,ALA,10
2019-09-17,OTH,5 Other / Special / Local,REP,CIT,10
2019-09-17,OTH,5 Other / Special / Local,REP,MRN,2173
2019-09-17,OTH,5 Other / Special / Local,REP,STJ,11
2019-10-01,OTH,5 Other / Special / Local,DEM,BRO,14
2019-10-01,OTH,5 Other / Special / Local,DEM,DAD,976
2019-10-01,OTH,5 Other / Special / Local,DEM,FRA,563
2019-10-01,OTH,5 Other / Special / Local,DEM,LEO,13
2019-10-01,OTH,5 Other / Special / Local,DEM,MRN,13
2019-10-01,OTH,5 Other / Special / Local,IND,DAD,31
2019-10-01,OTH,5 Other / Special / Local,IND,FRA,12
2019-10-01,OTH,5 Other / Special / Local,NPA,BRO,10
2019-10-01,OTH,5 Other / Special / Local,NPA,DAD,450
2019-10-01,OTH,5 Other / Special / Local,NPA,FRA,94
2019-10-01,OTH,5 Other / Special / Local,REP,BAY,12
2019-10-01,OTH,5 Other / Special / Local,REP,BRE,12
2019-10-01,OTH,5 Other / Special / Local,REP,CIT,10
2019-10-01,OTH,5 Other / Special / Local,REP,DAD,786
2019-10-01,OTH,5 Other / Special / Local,REP,FRA,216
2019-10-01,OTH,5 Other / Special / Local,REP,LEE,13
2019-10-01,OTH,5 Other / Special / Local,REP,PAS,10
2019-10-01,OTH,5 Other / Special / Local,REP,STL,13
2019-10-08,OTH,5 Other / Special / Local,DEM,DUV,11
2019-10-08,OTH,5 Other / Special / Local,DEM,ESC,147
2019-10-08,OTH,5 Other / Special / Local,DEM,LAK,10
2019-10-08,OTH,5 Other / Special / Local,DEM,OKA,17
2019-10-08,OTH,5 Other / Special / Local,DEM,SAN,3055
2019-10-08,OTH,5 Other / Special / Local,DEM,SUM,193
