election_date,election_type,election_type_label,party,county,counted_votes
2016-03-15,PPP,3 Presidential Preference Primary,REP,GLA,1049
2016-03-15,PPP,3 Presidential Preference Primary,REP,GUL,1778
2016-03-15,PPP,3 Presidential Preference Primary,REP,HAM,1145
2016-03-15,PPP,3 Presidential Preference Primary,REP,HAR,1823
2016-03-15,PPP,3 Presidential Preference Primary,REP,HEN,2487
2016-03-15,PPP,3 Presidential Preference Primary,REP,HER,20779
2016-03-15,PPP,3 Presidential Preference Primary,REP,HIG,11434
2016-03-15,PPP,3 Presidential Preference Primary,REP,HIL,90333
2016-03-15,PPP,3 Presidential Preference Primary,REP,HOL,2544
2016-03-15,PPP,3 Presidential Preference Primary,REP,IND,21125
2016-03-15,PPP,3 Presidential Preference Primary,REP,JAC,5115
2016-03-15,PPP,3 Presidential Preference Primary,REP,JEF,1875
2016-03-15,PPP,3 Presidential Preference Primary,REP,LAF,1045
2016-03-15,PPP,3 Presidential Preference Primary,REP,LAK,43077
2016-03-15,PPP,3 Presidential Preference Primary,REP,LEE,70712
2016-03-15,PPP,3 Presidential Preference Primary,REP,LEO,22046
2016-03-15,PPP,3 Presidential Preference Primary,REP,LEV,5974
2016-03-15,PPP,3 Presidential Preference Primary,REP,LIB,667
2016-03-15,PPP,3 Presidential Preference Primary,REP,MAD,1940
2016-03-15,PPP,3 Presidential Preference Primary,REP,MAN,40161
2016-03-15,PPP,3 Presidential Preference Primary,REP,MON,7670
2016-03-15,PPP,3 Presidential Preference Primary,REP,MRN,45684
2016-03-15,PPP,3 Presidential Preference Primary,REP,MRT,22571
2016-03-15,PPP,3 Presidential Preference Primary,REP,NAS,15440
2016-03-15,PPP,3 Presidential Preference Primary,REP,OKA,28092
2016-03-15,PPP,3 Presidential Preference Primary,REP,OKE,3389
2016-03-15,PPP,3 Presidential Preference Primary,REP,ORA,69694
2016-03-15,PPP,3 Presidential Preference Primary,REP,OSC,15473
2016-03-15,PPP,3 Presidential Preference Primary,REP,PAL,90410
2016-03-15,PPP,3 Presidential Preference Primary,REP,PAS,51260
2016-03-15,PPP,3 Presidential Preference Primary,REP,PIN,88115
2016-03-15,PPP,3 Presidential Preference Primary,REP,POL,56813
2016-03-15,PPP,3 Presidential Preference Primary,REP,PUT,8641
2016-03-15,PPP,3 Presidential Preference Primary,REP,SAN,27540
2016-03-15,PPP,3 Presidential Preference Primary,REP,SAR,48557
2016-03-15,PPP,3 Presidential Preference Primary,REP,SEM,43771
2016-03-15,PPP,3 Presidential Preference Primary,REP,STJ,42257
2016-03-15,PPP,3 Presidential Preference Primary,REP,STL,24892
2016-03-15,PPP,3 Presidential Preference Primary,REP,SUM,24363
2016-03-15,PPP,3 Presidential Preference Primary,REP,SUW,5881
2016-03-15,PPP,3 Presidential Preference Primary,REP,TAY,2372
2016-03-15,PPP,3 Presidential Preference Primary,REP,UNI,1470
2016-03-15,PPP,3 Presidential Preference Primary,REP,VOL,51653
2016-03-15,PPP,3 Presidential Preference Primary,REP,WAK,4160
2016-03-15,PPP,3 Presidential Preference Primary,REP,WAL,10108
2016-03-15,PPP,3 Presidential Preference Primary,REP,WAS,3519
2016-03-22,OTH,5 Other / Special / Local,DEM,HOL,44
2016-03-22,OTH,5 Other / Special / Local,REP,HOL,75
2016-04-05,OTH,5 Other / Special / Local,DEM,DAD,173
2016-04-05,OTH,5 Other / Special / Local,DEM,HIL,417
2016-04-05,OTH,5 Other / Special / Local,DEM,ORA,10
2016-04-05,OTH,5 Other / Special / Local,DEM,POL,1494
2016-04-05,OTH,5 Other / Special / Local,IND,POL,34
2016-04-05,OTH,5 Other / Special / Local,NPA,DAD,82
2016-04-05,OTH,5 Other / Special / Local,NPA,HIL,128
2016-04-05,OTH,5 Other / Special / Local,NPA,POL,352
2016-04-05,OTH,5 Other / Special / Local,REP,CIT,12
2016-04-05,OTH,5 Other / Special / Local,REP,DAD,67
2016-04-05,OTH,5 Other / Special / Local,REP,HIL,654
2016-04-05,OTH,5 Other / Special / Local,REP,LAK,10
2016-04-05,OTH,5 Other / Special / Local,REP,ORA,15
2016-04-05,OTH,5 Other / Special / Local,REP,PAS,14
2016-04-05,OTH,5 Other / Special / Local,REP,PIN,10
2016-04-05,OTH,5 Other / Special / Local,REP,POL,1560
2016-04-05,OTH,5 Other / Special / Local,REP,VOL,13
2016-04-12,OTH,5 Other / Special / Local,DEM,ALA,470
2016-04-12,OTH,5 Other / Special / Local,DEM,BRE,10
2016-04-12,OTH,5 Other / Special / Local,DEM,BRO,86
2016-04-12,OTH,5 Other / Special / Local,DEM,CLA,17
2016-04-12,OTH,5 Other / Special / Local,DEM,DAD,699
2016-04-12,OTH,5 Other / Special / Local,DEM,DUV,10
2016-04-12,OTH,5 Other / Special / Local,DEM,GUL,14
2016-04-12,OTH,5 Other / Special / Local,DEM,HIL,21
2016-04-12,OTH,5 Other / Special / Local,DEM,JAC,385
2016-04-12,OTH,5 Other / Special / Local,DEM,LAK,19
2016-04-12,OTH,5 Other / Special / Local,DEM,LEO,10
2016-04-12,OTH,5 Other / Special / Local,DEM,MRN,15
2016-04-12,OTH,5 Other / Special / Local,DEM,ORA,354
2016-04-12,OTH,5 Other / Special / Local,DEM,PAL,45
2016-04-12,OTH,5 Other / Special / Local,DEM,PAS,594
2016-04-12,OTH,5 Other / Special / Local,DEM,PIN,15
2016-04-12,OTH,5 Other / Special / Local,DEM,POL,574
2016-04-12,OTH,5 Other / Special / Local,DEM,SEM,24
2016-04-12,OTH,5 Other / Special / Local,DEM,VOL,12
2016-04-12,OTH,5 Other / Special / Local,IND,DAD,23
2016-04-12,OTH,5 Other / Special / Local,IND,PAS,24
2016-04-12,OTH,5 Other / Special / Local,NPA,ALA,94
2016-04-12,OTH,5 Other / Special / Local,NPA,BRO,61
2016-04-12,OTH,5 Other / Special / Local,NPA,DAD,491
2016-04-12,OTH,5 Other / Special / Local,NPA,GUL,18
2016-04-12,OTH,5 Other / Special / Local,NPA,HIL,11
2016-04-12,OTH,5 Other / Special / Local,NPA,JAC,28
2016-04-12,OTH,5 Other / Special / Local,NPA,ORA,59
2016-04-12,OTH,5 Other / Special / Local,NPA,PAL,14
2016-04-12,OTH,5 Other / Special / Local,NPA,PAS,223
2016-04-12,OTH,5 Other / Special / Local,NPA,POL,76
2016-04-12,OTH,5 Other / Special / Local,NPA,VOL,12
2016-04-12,OTH,5 Other / Special / Local,REP,ALA,505
2016-04-12,OTH,5 Other / Special / Local,REP,BRO,39
2016-04-12,OTH,5 Other / Special / Local,REP,CIT,12
2016-04-12,OTH,5 Other / Special / Local,REP,CLA,61
2016-04-12,OTH,5 Other / Special / Local,REP,CLM,10
2016-04-12,OTH,5 Other / Special / Local,REP,DAD,486
2016-04-12,OTH,5 Other / Special / Local,REP,FLA,11
2016-04-12,OTH,5 Other / Special / Local,REP,GIL,18
2016-04-12,OTH,5 Other / Special / Local,REP,GUL,67
2016-04-12,OTH,5 Other / Special / Local,REP,HER,22
2016-04-12,OTH,5 Other / Special / Local,REP,HIL,26
2016-04-12,OTH,5 Other / Special / Local,REP,JAC,361
2016-04-12,OTH,5 Other / Special / Local,REP,LAK,87
2016-04-12,OTH,5 Other / Special / Local,REP,MRN,29
2016-04-12,OTH,5 Other / Special / Local,REP,ORA,631
2016-04-12,OTH,5 Other / Special / Local,REP,PAL,36
2016-04-12,OTH,5 Other / Special / Local,REP,PAS,948
2016-04-12,OTH,5 Other / Special / Local,REP,PIN,22
2016-04-12,OTH,5 Other / Special / Local,REP,POL,260
2016-04-12,OTH,5 Other / Special / Local,REP,SEM,36
2016-04-12,OTH,5 Other / Special / Local,REP,SUM,16
2016-04-12,OTH,5 Other / Special / Local,REP,VOL,41
2016-04-19,OTH,5 Other / Special / Local,DEM,BAY,562
2016-04-19,OTH,5 Other / Special / Local,IND,BAY,34
2016-04-19,OTH,5 Other / Special / Local,LPF,BAY,10
2016-04-19,OTH,5 Other / Special / Local,NPA,BAY,306
2016-04-19,OTH,5 Other / Special / Local,REP,BAY,1766
2016-04-19,OTH,5 Other / Special / Local,REP,HOL,10
2016-04-19,OTH,5 Other / Special / Local,REP,MAN,14
2016-04-19,OTH,5 Other / Special / Local,REP,OKA,16
2016-04-19,OTH,5 Other / Special / Local,REP,SUM,14
2016-04-19,OTH,5 Other / Special / Local,REP,WAL,31
2016-04-19,OTH,5 Other / Special / Local,REP,WAS,15
2016-04-26,OTH,5 Other / Special / Local,DEM,GAD,571
2016-04-26,OTH,5 Other / Special / Local,DEM,HAM,62
2016-04-26,OTH,5 Other / Special / Local,DEM,LEO,26
2016-04-26,OTH,5 Other / Special / Local,NPA,GAD,28
2016-04-26,OTH,5 Other / Special / Local,REP,GAD,114
2016-04-26,OTH,5 Other / Special / Local,REP,HAM,13
2016-04-26,OTH,5 Other / Special / Local,REP,LEO,12
2016-05-03,OTH,5 Other / Special / Local,DEM,HIL,369
2016-05-03,OTH,5 Other / Special / Local,DEM,POL,16
2016-05-03,OTH,5 Other / Special / Local,DEM,SUW,152
2016-05-03,OTH,5 Other / Special / Local,NPA,HIL,130
2016-05-03,OTH,5 Other / Special / Local,REP,HIL,744
2016-05-03,OTH,5 Other / Special / Local,REP,MAN,10
2016-05-03,OTH,5 Other / Special / Local,REP,PAS,11
2016-05-03,OTH,5 Other / Special / Local,REP,PIN,10
2016-05-03,OTH,5 Other / Special / Local,REP,POL,56
2016-05-03,OTH,5 Other / Special / Local,REP,SUW,36
2016-05-10,OTH,5 Other / Special / Local,DEM,GAD,245
2016-05-10,OTH,5 Other / Special / Local,DEM,GUL,201
2016-05-10,OTH,5 Other / Special / Local,DEM,LEO,12
2016-05-10,OTH,5 Other / Special / Local,NPA,GUL,14
2016-05-10,OTH,5 Other / Special / Local,REP,BAY,10
2016-05-10,OTH,5 Other / Special / Local,REP,GUL,342
2016-05-17,OTH,5 Other / Special / Local,DEM,BRO,38
2016-05-17,OTH,5 Other / Special / Local,DEM,DAD,448
2016-05-17,OTH,5 Other / Special / Local,IND,DAD,24
2016-05-17,OTH,5 Other / Special / Local,NPA,BRO,47
2016-05-17,OTH,5 Other / Special / Local,NPA,DAD,424
2016-05-17,OTH,5 Other / Special / Local,REP,BRO,100
2016-05-17,OTH,5 Other / Special / Local,REP,DAD,1268
2016-05-17,OTH,5 Other / Special / Local,REP,LEE,13
2016-05-17,OTH,5 Other / Special / Local,REP,ORA,12
2016-05-17,OTH,5 Other / Special / Local,REP,PAL,10
2016-06-07,OTH,5 Other / Special / Local,DEM,FRA,433
2016-06-07,OTH,5 Other / Special / Local,DEM,LEO,33
2016-06-07,OTH,5 Other / Special / Local,IND,FRA,14
2016-06-07,OTH,5 Other / Special / Local,NPA,FRA,75
2016-06-07,OTH,5 Other / Special / Local,REP,BAY,18
2016-06-07,OTH,5 Other / Special / Local,REP,FRA,597
2016-06-07,OTH,5 Other / Special / Local,REP,LEO,21
2016-06-07,OTH,5 Other / Special / Local,REP,WAK,15
2016-06-14,OTH,5 Other / Special / Local,DEM,GUL,134
2016-06-14,OTH,5 Other / Special / Local,DEM,SUW,19
2016-06-14,OTH,5 Other / Special / Local,NPA,GUL,19
2016-06-14,OTH,5 Other / Special / Local,REP,BAY,12
2016-06-14,OTH,5 Other / Special / Local,REP,GUL,312
2016-06-14,OTH,5 Other / Special / Local,REP,SUW,63
2016-08-30,PRI,2 Primary,AMF,BRO,14
2016-08-30,PRI,2 Primary,AMF,DAD,20
2016-08-30,PRI,2 Primary,AMF,DUV,34
2016-08-30,PRI,2 Primary,AMF,HIL,16
2016-08-30,PRI,2 Primary,AMF,LEE,15
2016-08-30,PRI,2 Primary,AMF,LEO,10
2016-08-30,PRI,2 Primary,AMF,ORA,30
2016-08-30,PRI,2 Primary,AMF,OSC,13
2016-08-30,PRI,2 Primary,AMF,PAL,18
2016-08-30,PRI,2 Primary,AMF,PAS,10
2016-08-30,PRI,2 Primary,AMF,PIN,29
2016-08-30,PRI,2 Primary,AMF,POL,10
2016-08-30,PRI,2 Primary,AMF,VOL,18
2016-08-30,PRI,2 Primary,ASP,BRO,12
2016-08-30,PRI,2 Primary,ASP,ORA,12
2016-08-30,PRI,2 Primary,BPP,HIL,13
2016-08-30,PRI,2 Primary,BPP,ORA,32
2016-08-30,PRI,2 Primary,BPP,OSC,29
2016-08-30,PRI,2 Primary,CPF,BRE,15
2016-08-30,PRI,2 Primary,CPF,BRO,20
2016-08-30,PRI,2 Primary,CPF,CLL,12
2016-08-30,PRI,2 Primary,CPF,DAD,11
2016-08-30,PRI,2 Primary,CPF,DUV,43
2016-08-30,PRI,2 Primary,CPF,HIL,33
2016-08-30,PRI,2 Primary,CPF,LEE,16
2016-08-30,PRI,2 Primary,CPF,LEO,13
2016-08-30,PRI,2 Primary,CPF,MRN,13
2016-08-30,PRI,2 Primary,CPF,ORA,18
2016-08-30,PRI,2 Primary,CPF,PAL,31
2016-08-30,PRI,2 Primary,CPF,PIN,18
2016-08-30,PRI,2 Primary,CPF,POL,19
2016-08-30,PRI,2 Primary,CPF,SEM,14
2016-08-30,PRI,2 Primary,CPF,STL,19
2016-08-30,PRI,2 Primary,CPF,VOL,24
2016-08-30,PRI,2 Primary,CPP,DAD,15
2016-08-30,PRI,2 Primary,CPP,DUV,13
2016-08-30,PRI,2 Primary,CPP,HIL,13
2016-08-30,PRI,2 Primary,CPP,LEO,10
2016-08-30,PRI,2 Primary,CPP,ORA,13
2016-08-30,PRI,2 Primary,CPP,PIN,10
2016-08-30,PRI,2 Primary,CSV,ALA,10
2016-08-30,PRI,2 Primary,CSV,BAY,18
2016-08-30,PRI,2 Primary,CSV,BRE,24
2016-08-30,PRI,2 Primary,CSV,BRO,36
2016-08-30,PRI,2 Primary,CSV,CIT,26
2016-08-30,PRI,2 Primary,CSV,CLA,22
2016-08-30,PRI,2 Primary,CSV,CLL,28
2016-08-30,PRI,2 Primary,CSV,DAD,35
2016-08-30,PRI,2 Primary,CSV,DUV,64
2016-08-30,PRI,2 Primary,CSV,ESC,19
2016-08-30,PRI,2 Primary,CSV,FLA,16
2016-08-30,PRI,2 Primary,CSV,HER,18
2016-08-30,PRI,2 Primary,CSV,HIG,14
2016-08-30,PRI,2 Primary,CSV,HIL,38
2016-08-30,PRI,2 Primary,CSV,IND,17
2016-08-30,PRI,2 Primary,CSV,LAK,32
2016-08-30,PRI,2 Primary,CSV,LEE,43
2016-08-30,PRI,2 Primary,CSV,LEO,14
2016-08-30,PRI,2 Primary,CSV,MAN,14
2016-08-30,PRI,2 Primary,CSV,MRN,31
2016-08-30,PRI,2 Primary,CSV,MRT,18
2016-08-30,PRI,2 Primary,CSV,OKA,11
2016-08-30,PRI,2 Primary,CSV,ORA,56
2016-08-30,PRI,2 Primary,CSV,OSC,23
2016-08-30,PRI,2 Primary,CSV,PAL,36
2016-08-30,PRI,2 Primary,CSV,PAS,36
2016-08-30,PRI,2 Primary,CSV,PIN,50
2016-08-30,PRI,2 Primary,CSV,POL,32
2016-08-30,PRI,2 Primary,CSV,SAR,28
2016-08-30,PRI,2 Primary,CSV,SEM,34
2016-08-30,PRI,2 Primary,CSV,STL,43
2016-08-30,PRI,2 Primary,CSV,SUM,10
2016-08-30,PRI,2 Primary,CSV,VOL,42
2016-08-30,PRI,2 Primary,DEM,ALA,20464
2016-08-30,PRI,2 Primary,DEM,BAK,896
2016-08-30,PRI,2 Primary,DEM,BAY,5131
2016-08-30,PRI,2 Primary,DEM,BRA,1336
2016-08-30,PRI,2 Primary,DEM,BRE,21490
2016-08-30,PRI,2 Primary,DEM,BRO,93058
2016-08-30,PRI,2 Primary,DEM,CAL,948
2016-08-30,PRI,2 Primary,DEM,CHA,5391
2016-08-30,PRI,2 Primary,DEM,CIT,5145
2016-08-30,PRI,2 Primary,DEM,CLA,5200
2016-08-30,PRI,2 Primary,DEM,CLL,8309
2016-08-30,PRI,2 Primary,DEM,CLM,3060
2016-08-30,PRI,2 Primary,DEM,DAD,83202
2016-08-30,PRI,2 Primary,DEM,DES,1440
2016-08-30,PRI,2 Primary,DEM,DIX,443
2016-08-30,PRI,2 Primary,DEM,DUV,51099
2016-08-30,PRI,2 Primary,DEM,ESC,10798
2016-08-30,PRI,2 Primary,DEM,FLA,4979
2016-08-30,PRI,2 Primary,DEM,FRA,1069
2016-08-30,PRI,2 Primary,DEM,GAD,8013
2016-08-30,PRI,2 Primary,DEM,GIL,447
2016-08-30,PRI,2 Primary,DEM,GLA,428
2016-08-30,PRI,2 Primary,DEM,GUL,650
2016-08-30,PRI,2 Primary,DEM,HAM,1164
2016-08-30,PRI,2 Primary,DEM,HAR,457
2016-08-30,PRI,2 Primary,DEM,HEN,1433
2016-08-30,PRI,2 Primary,DEM,HER,5790
2016-08-30,PRI,2 Primary,DEM,HIG,2668
2016-08-30,PRI,2 Primary,DEM,HIL,50013
2016-08-30,PRI,2 Primary,DEM,HOL,656
2016-08-30,PRI,2 Primary,DEM,IND,5984
2016-08-30,PRI,2 Primary,DEM,JAC,3434
2016-08-30,PRI,2 Primary,DEM,JEF,2094
2016-08-30,PRI,2 Primary,DEM,LAF,310
2016-08-30,PRI,2 Primary,DEM,LAK,11887
2016-08-30,PRI,2 Primary,DEM,LEE,18486
2016-08-30,PRI,2 Primary,DEM,LEO,29771
2016-08-30,PRI,2 Primary,DEM,LEV,1475
2016-08-30,PRI,2 Primary,DEM,LIB,674
2016-08-30,PRI,2 Primary,DEM,MAD,1834
2016-08-30,PRI,2 Primary,DEM,MAN,12835
2016-08-30,PRI,2 Primary,DEM,MON,4210
2016-08-30,PRI,2 Primary,DEM,MRN,13031
2016-08-30,PRI,2 Primary,DEM,MRT,6340
2016-08-30,PRI,2 Primary,DEM,NAS,2900
2016-08-30,PRI,2 Primary,DEM,OKA,3842
2016-08-30,PRI,2 Primary,DEM,OKE,885
2016-08-30,PRI,2 Primary,DEM,ORA,50418
2016-08-30,PRI,2 Primary,DEM,OSC,12752
2016-08-30,PRI,2 Primary,DEM,PAL,66501
2016-08-30,PRI,2 Primary,DEM,PAS,14636
2016-08-30,PRI,2 Primary,DEM,PIN,48534
2016-08-30,PRI,2 Primary,DEM,POL,20553
2016-08-30,PRI,2 Primary,DEM,PUT,3094
2016-08-30,PRI,2 Primary,DEM,SAN,3198
2016-08-30,PRI,2 Primary,DEM,SAR,18348
2016-08-30,PRI,2 Primary,DEM,SEM,16259
2016-08-30,PRI,2 Primary,DEM,STJ,7895
2016-08-30,PRI,2 Primary,DEM,STL,17030
2016-08-30,PRI,2 Primary,DEM,SUM,4627
2016-08-30,PRI,2 Primary,DEM,SUW,1707
2016-08-30,PRI,2 Primary,DEM,TAY,1212
2016-08-30,PRI,2 Primary,DEM,UNI,486
2016-08-30,PRI,2 Primary,DEM,VOL,24183
2016-08-30,PRI,2 Primary,DEM,WAK,2707
2016-08-30,PRI,2 Primary,DEM,WAL,1149
2016-08-30,PRI,2 Primary,DEM,WAS,1225
2016-08-30,PRI,2 Primary,ECO,DAD,10
2016-08-30,PRI,2 Primary,FFP,DUV,10
2016-08-30,PRI,2 Primary,FFP,PIN,13
2016-08-30,PRI,2 Primary,GRE,ALA,23
2016-08-30,PRI,2 Primary,GRE,BRE,29
2016-08-30,PRI,2 Primary,GRE,BRO,45
2016-08-30,PRI,2 Primary,GRE,DAD,48
2016-08-30,PRI,2 Primary,GRE,DUV,37
2016-08-30,PRI,2 Primary,GRE,HIL,46
2016-08-30,PRI,2 Primary,GRE,LAK,12
2016-08-30,PRI,2 Primary,GRE,LEE,18
2016-08-30,PRI,2 Primary,GRE,LEO,20
2016-08-30,PRI,2 Primary,GRE,MAN,10
2016-08-30,PRI,2 Primary,GRE,ORA,35
2016-08-30,PRI,2 Primary,GRE,PAL,40
2016-08-30,PRI,2 Primary,GRE,PAS,18
2016-08-30,PRI,2 Primary,GRE,PIN,50
2016-08-30,PRI,2 Primary,GRE,POL,14
2016-08-30,PRI,2 Primary,GRE,SAR,15
2016-08-30,PRI,2 Primary,GRE,SEM,19
2016-08-30,PRI,2 Primary,GRE,STL,13
2016-08-30,PRI,2 Primary,GRE,VOL,19
2016-08-30,PRI,2 Primary,IND,ALA,312
2016-08-30,PRI,2 Primary,IND,BAK,18
2016-08-30,PRI,2 Primary,IND,BAY,152
2016-08-30,PRI,2 Primary,IND,BRA,27
2016-08-30,PRI,2 Primary,IND,BRE,961
2016-08-30,PRI,2 Primary,IND,BRO,1442
2016-08-30,PRI,2 Primary,IND,CHA,303
2016-08-30,PRI,2 Primary,IND,CIT,331
2016-08-30,PRI,2 Primary,IND,CLA,306
2016-08-30,PRI,2 Primary,IND,CLL,420
2016-08-30,PRI,2 Primary,IND,CLM,66
2016-08-30,PRI,2 Primary,IND,DAD,1782
2016-08-30,PRI,2 Primary,IND,DES,25
2016-08-30,PRI,2 Primary,IND,DIX,17
2016-08-30,PRI,2 Primary,IND,DUV,1154
2016-08-30,PRI,2 Primary,IND,ESC,340
2016-08-30,PRI,2 Primary,IND,FLA,173
2016-08-30,PRI,2 Primary,IND,FRA,36
2016-08-30,PRI,2 Primary,IND,GAD,33
2016-08-30,PRI,2 Primary,IND,GIL,30
2016-08-30,PRI,2 Primary,IND,HAR,10
2016-08-30,PRI,2 Primary,IND,HEN,19
2016-08-30,PRI,2 Primary,IND,HER,241
2016-08-30,PRI,2 Primary,IND,HIG,115
2016-08-30,PRI,2 Primary,IND,HIL,1232
2016-08-30,PRI,2 Primary,IND,HOL,11
2016-08-30,PRI,2 Primary,IND,IND,304
2016-08-30,PRI,2 Primary,IND,JAC,34
2016-08-30,PRI,2 Primary,IND,JEF,17
2016-08-30,PRI,2 Primary,IND,LAK,520
2016-08-30,PRI,2 Primary,IND,LEE,889
2016-08-30,PRI,2 Primary,IND,LEO,407
2016-08-30,PRI,2 Primary,IND,LEV,52
2016-08-30,PRI,2 Primary,IND,MAN,515
2016-08-30,PRI,2 Primary,IND,MON,95
2016-08-30,PRI,2 Primary,IND,MRN,486
2016-08-30,PRI,2 Primary,IND,MRT,381
2016-08-30,PRI,2 Primary,IND,NAS,141
2016-08-30,PRI,2 Primary,IND,OKA,186
2016-08-30,PRI,2 Primary,IND,OKE,29
2016-08-30,PRI,2 Primary,IND,ORA,1027
2016-08-30,PRI,2 Primary,IND,OSC,239
2016-08-30,PRI,2 Primary,IND,PAL,1561
2016-08-30,PRI,2 Primary,IND,PAS,602
2016-08-30,PRI,2 Primary,IND,PIN,1433
2016-08-30,PRI,2 Primary,IND,POL,575
2016-08-30,PRI,2 Primary,IND,PUT,58
2016-08-30,PRI,2 Primary,IND,SAN,215
2016-08-30,PRI,2 Primary,IND,SAR,709
2016-08-30,PRI,2 Primary,IND,SEM,603
2016-08-30,PRI,2 Primary,IND,STJ,298
2016-08-30,PRI,2 Primary,IND,STL,559
2016-08-30,PRI,2 Primary,IND,SUM,215
2016-08-30,PRI,2 Primary,IND,SUW,53
2016-08-30,PRI,2 Primary,IND,TAY,10
2016-08-30,PRI,2 Primary,IND,UNI,15
2016-08-30,PRI,2 Primary,IND,VOL,1035
2016-08-30,PRI,2 Primary,IND,WAK,69
2016-08-30,PRI,2 Primary,IND,WAL,47
2016-08-30,PRI,2 Primary,IND,WAS,11
2016-08-30,PRI,2 Primary,LPF,ALA,79
2016-08-30,PRI,2 Primary,LPF,BAK,11
2016-08-30,PRI,2 Primary,LPF,BAY,61
2016-08-30,PRI,2 Primary,LPF,BRA,10
2016-08-30,PRI,2 Primary,LPF,BRE,162
2016-08-30,PRI,2 Primary,LPF,BRO,123
2016-08-30,PRI,2 Primary,LPF,CHA,32
2016-08-30,PRI,2 Primary,LPF,CIT,26
2016-08-30,PRI,2 Primary,LPF,CLA,64
2016-08-30,PRI,2 Primary,LPF,CLL,58
2016-08-30,PRI,2 Primary,LPF,CLM,17
2016-08-30,PRI,2 Primary,LPF,DAD,116
2016-08-30,PRI,2 Primary,LPF,DUV,256
2016-08-30,PRI,2 Primary,LPF,ESC,55
2016-08-30,PRI,2 Primary,LPF,FLA,30
2016-08-30,PRI,2 Primary,LPF,HER,26
2016-08-30,PRI,2 Primary,LPF,HIG,11
2016-08-30,PRI,2 Primary,LPF,HIL,215
2016-08-30,PRI,2 Primary,LPF,IND,34
2016-08-30,PRI,2 Primary,LPF,JAC,11
2016-08-30,PRI,2 Primary,LPF,LAK,65
2016-08-30,PRI,2 Primary,LPF,LEE,81
2016-08-30,PRI,2 Primary,LPF,LEO,80
2016-08-30,PRI,2 Primary,LPF,LEV,12
2016-08-30,PRI,2 Primary,LPF,MAN,64
2016-08-30,PRI,2 Primary,LPF,MON,22
2016-08-30,PRI,2 Primary,LPF,MRN,61
2016-08-30,PRI,2 Primary,LPF,MRT,29
2016-08-30,PRI,2 Primary,LPF,NAS,30
2016-08-30,PRI,2 Primary,LPF,OKA,62
2016-08-30,PRI,2 Primary,LPF,ORA,178
2016-08-30,PRI,2 Primary,LPF,OSC,26
2016-08-30,PRI,2 Primary,LPF,PAL,142
2016-08-30,PRI,2 Primary,LPF,PAS,105
2016-08-30,PRI,2 Primary,LPF,PIN,227
2016-08-30,PRI,2 Primary,LPF,POL,112
2016-08-30,PRI,2 Primary,LPF,PUT,12
2016-08-30,PRI,2 Primary,LPF,SAN,58
2016-08-30,PRI,2 Primary,LPF,SAR,57
2016-08-30,PRI,2 Primary,LPF,SEM,116
2016-08-30,PRI,2 Primary,LPF,STJ,56
2016-08-30,PRI,2 Primary,LPF,STL,43
2016-08-30,PRI,2 Primary,LPF,SUM,11
2016-08-30,PRI,2 Primary,LPF,VOL,137
2016-08-30,PRI,2 Primary,LPF,WAK,16
2016-08-30,PRI,2 Primary,LPF,WAL,16
2016-08-30,PRI,2 Primary,NPA,ALA,2821
2016-08-30,PRI,2 Primary,NPA,BAK,134
2016-08-30,PRI,2 Primary,NPA,BAY,1718
2016-08-30,PRI,2 Primary,NPA,BRA,200
2016-08-30,PRI,2 Primary,NPA,BRE,7574
2016-08-30,PRI,2 Primary,NPA,BRO,14622
2016-08-30,PRI,2 Primary,NPA,CAL,98
2016-08-30,PRI,2 Primary,NPA,CHA,2341
2016-08-30,PRI,2 Primary,NPA,CIT,2248
2016-08-30,PRI,2 Primary,NPA,CLA,2298
2016-08-30,PRI,2 Primary,NPA,CLL,4841
