county_code,party_affiliation,age_band,voter_count
PIN,ASP,35-44,61
PIN,ASP,45-54,33
PIN,ASP,55-64,37
PIN,ASP,65-74,21
PIN,ASP,75+,11
PIN,BPP,18-24,68
PIN,BPP,25-34,100
PIN,BPP,35-44,81
PIN,BPP,45-54,83
PIN,BPP,55-64,45
PIN,BPP,65-74,15
PIN,BPP,75+,11
PIN,BPP,unknown,1
PIN,CPF,18-24,153
PIN,CPF,25-34,185
PIN,CPF,35-44,157
PIN,CPF,45-54,135
PIN,CPF,55-64,134
PIN,CPF,65-74,82
PIN,CPF,75+,31
PIN,CPF,unknown,5
PIN,CPP,18-24,51
PIN,CPP,25-34,74
PIN,CPP,35-44,77
PIN,CPP,45-54,68
PIN,CPP,55-64,66
PIN,CPP,65-74,40
PIN,CPP,75+,24
PIN,CSV,18-24,253
PIN,CSV,25-34,358
PIN,CSV,35-44,272
PIN,CSV,45-54,213
PIN,CSV,55-64,290
PIN,CSV,65-74,207
PIN,CSV,75+,99
PIN,CSV,unknown,1
PIN,DEM,18-24,11858
PIN,DEM,25-34,34393
PIN,DEM,35-44,33845
PIN,DEM,45-54,27924
PIN,DEM,55-64,36568
PIN,DEM,65-74,45154
PIN,DEM,75+,42654
PIN,DEM,unknown,891
PIN,ECO,18-24,34
PIN,ECO,25-34,56
PIN,ECO,35-44,30
PIN,ECO,45-54,26
PIN,ECO,55-64,32
PIN,ECO,65-74,21
PIN,ECO,75+,9
PIN,FFP,18-24,12
PIN,FFP,25-34,18
PIN,FFP,35-44,25
PIN,FFP,45-54,16
PIN,FFP,55-64,11
PIN,FFP,65-74,13
PIN,FFP,75+,7
PIN,GRE,18-24,78
PIN,GRE,25-34,171
PIN,GRE,35-44,167
PIN,GRE,45-54,129
PIN,GRE,55-64,89
PIN,GRE,65-74,65
PIN,GRE,75+,33
PIN,GRE,unknown,4
PIN,IND,18-24,1615
PIN,IND,25-34,3352
PIN,IND,35-44,2578
PIN,IND,45-54,2289
PIN,IND,55-64,2842
PIN,IND,65-74,2878
PIN,IND,75+,1840
PIN,IND,unknown,59
PIN,JEF,35-44,1
PIN,JEF,45-54,1
PIN,LPF,18-24,91
PIN,LPF,25-34,610
PIN,LPF,35-44,804
PIN,LPF,45-54,451
PIN,LPF,55-64,354
PIN,LPF,65-74,227
PIN,LPF,75+,101
PIN,LPF,unknown,6
PIN,MGT,25-34,2
PIN,MGT,55-64,1
PIN,NPA,18-24,14790
PIN,NPA,25-34,36359
PIN,NPA,35-44,36202
PIN,NPA,45-54,31028
PIN,NPA,55-64,33124
PIN,NPA,65-74,29609
PIN,NPA,75+,23922
PIN,NPA,unknown,686
PIN,PSL,18-24,38
PIN,PSL,25-34,80
PIN,PSL,35-44,29
PIN,PSL,45-54,9
PIN,PSL,55-64,5
PIN,PSL,65-74,5
PIN,PSL,75+,3
PIN,PSL,unknown,1
PIN,REP,18-24,12293
PIN,REP,25-34,31124
PIN,REP,35-44,31709
PIN,REP,45-54,33138
PIN,REP,55-64,54610
PIN,REP,65-74,55988
PIN,REP,75+,51693
PIN,REP,unknown,1717
POL,AMF,18-24,189
POL,AMF,25-34,180
POL,AMF,35-44,130
POL,AMF,45-54,109
POL,AMF,55-64,80
POL,AMF,65-74,35
POL,AMF,75+,12
POL,AMF,unknown,1
POL,ASP,18-24,105
POL,ASP,25-34,78
POL,ASP,35-44,55
POL,ASP,45-54,46
POL,ASP,55-64,32
POL,ASP,65-74,19
POL,ASP,75+,6
POL,ASP,unknown,1
POL,BPP,18-24,438
POL,BPP,25-34,482
POL,BPP,35-44,459
POL,BPP,45-54,303
POL,BPP,55-64,204
POL,BPP,65-74,57
POL,BPP,75+,24
POL,BPP,unknown,4
POL,CPF,18-24,225
POL,CPF,25-34,193
POL,CPF,35-44,169
POL,CPF,45-54,118
POL,CPF,55-64,110
POL,CPF,65-74,44
POL,CPF,75+,19
POL,CPF,unknown,4
POL,CPP,18-24,74
POL,CPP,25-34,66
POL,CPP,35-44,69
POL,CPP,45-54,48
POL,CPP,55-64,56
POL,CPP,65-74,41
POL,CPP,75+,18
POL,CSV,18-24,292
POL,CSV,25-34,349
POL,CSV,35-44,322
POL,CSV,45-54,262
POL,CSV,55-64,221
POL,CSV,65-74,175
POL,CSV,75+,67
POL,CSV,unknown,5
POL,DEM,18-24,11702
POL,DEM,25-34,26325
POL,DEM,35-44,25733
POL,DEM,45-54,22401
POL,DEM,55-64,24433
POL,DEM,65-74,27170
POL,DEM,75+,25331
POL,DEM,unknown,950
POL,ECO,18-24,34
POL,ECO,25-34,32
POL,ECO,35-44,25
POL,ECO,45-54,33
POL,ECO,55-64,20
POL,ECO,65-74,12
POL,ECO,75+,8
POL,FFP,18-24,30
POL,FFP,25-34,26
POL,FFP,35-44,15
POL,FFP,45-54,18
POL,FFP,55-64,4
POL,FFP,65-74,4
POL,FFP,75+,1
POL,GRE,18-24,68
POL,GRE,25-34,117
POL,GRE,35-44,89
POL,GRE,45-54,50
POL,GRE,55-64,30
POL,GRE,65-74,23
POL,GRE,75+,15
POL,GRE,unknown,2
POL,IND,18-24,1532
POL,IND,25-34,2621
POL,IND,35-44,2039
POL,IND,45-54,1634
POL,IND,55-64,1625
POL,IND,65-74,1655
POL,IND,75+,1061
POL,IND,unknown,72
POL,JEF,18-24,1
POL,JEF,25-34,1
POL,LPF,18-24,110
POL,LPF,25-34,477
POL,LPF,35-44,430
POL,LPF,45-54,276
POL,LPF,55-64,144
POL,LPF,65-74,68
POL,LPF,75+,34
POL,LPF,unknown,16
POL,MGT,35-44,1
POL,NPA,18-24,15659
POL,NPA,25-34,33357
POL,NPA,35-44,31782
POL,NPA,45-54,24400
POL,NPA,55-64,20174
POL,NPA,65-74,15811
POL,NPA,75+,12584
POL,NPA,unknown,895
POL,PSL,18-24,28
POL,PSL,25-34,47
POL,PSL,35-44,21
POL,PSL,45-54,10
POL,PSL,55-64,1
POL,PSL,65-74,1
POL,PSL,75+,1
POL,REP,18-24,13734
POL,REP,25-34,26863
POL,REP,35-44,30032
POL,REP,45-54,29727
POL,REP,55-64,37973
POL,REP,65-74,38123
POL,REP,75+,36543
POL,REP,unknown,2469
POL,WPF,35-44,1
PUT,AMF,18-24,31
PUT,AMF,25-34,16
PUT,AMF,35-44,22
PUT,AMF,45-54,7
PUT,AMF,55-64,10
PUT,AMF,65-74,3
PUT,AMF,75+,2
PUT,ASP,18-24,5
PUT,ASP,25-34,10
PUT,ASP,35-44,5
PUT,ASP,45-54,6
PUT,ASP,55-64,7
PUT,ASP,65-74,3
PUT,ASP,75+,1
PUT,BPP,18-24,5
PUT,BPP,25-34,9
PUT,BPP,35-44,9
PUT,BPP,45-54,5
PUT,BPP,55-64,1
PUT,BPP,65-74,2
PUT,CPF,18-24,31
PUT,CPF,25-34,28
PUT,CPF,35-44,12
PUT,CPF,45-54,13
PUT,CPF,55-64,17
PUT,CPF,65-74,5
PUT,CPF,75+,3
PUT,CPP,18-24,8
PUT,CPP,25-34,6
PUT,CPP,35-44,10
PUT,CPP,45-54,4
PUT,CPP,55-64,9
PUT,CPP,65-74,2
PUT,CPP,75+,2
PUT,CSV,18-24,28
PUT,CSV,25-34,37
PUT,CSV,35-44,28
PUT,CSV,45-54,31
PUT,CSV,55-64,35
PUT,CSV,65-74,36
PUT,CSV,75+,15
PUT,DEM,18-24,812
PUT,DEM,25-34,1612
PUT,DEM,35-44,1815
PUT,DEM,45-54,1649
PUT,DEM,55-64,2325
PUT,DEM,65-74,3067
PUT,DEM,75+,2892
PUT,DEM,unknown,68
PUT,ECO,18-24,4
PUT,ECO,25-34,7
PUT,ECO,35-44,6
PUT,ECO,55-64,1
PUT,ECO,65-74,2
PUT,FFP,18-24,1
PUT,FFP,45-54,2
PUT,GRE,18-24,8
PUT,GRE,25-34,16
PUT,GRE,35-44,10
PUT,GRE,45-54,5
PUT,GRE,55-64,3
PUT,GRE,65-74,5
PUT,GRE,75+,3
PUT,IND,18-24,91
PUT,IND,25-34,154
PUT,IND,35-44,129
PUT,IND,45-54,138
PUT,IND,55-64,130
PUT,IND,65-74,161
PUT,IND,75+,79
PUT,IND,unknown,2
PUT,JEF,25-34,1
PUT,JEF,55-64,1
PUT,LPF,18-24,7
PUT,LPF,25-34,31
PUT,LPF,35-44,40
PUT,LPF,45-54,19
PUT,LPF,55-64,12
PUT,LPF,65-74,19
PUT,LPF,75+,4
PUT,LPF,unknown,1
PUT,NPA,18-24,991
PUT,NPA,25-34,1975
PUT,NPA,35-44,1864
PUT,NPA,45-54,1605
PUT,NPA,55-64,1543
PUT,NPA,65-74,1571
PUT,NPA,75+,1033
PUT,NPA,unknown,31
PUT,PSL,18-24,3
PUT,PSL,25-34,1
PUT,PSL,35-44,3
PUT,REP,18-24,1766
PUT,REP,25-34,3373
PUT,REP,35-44,3378
PUT,REP,45-54,3628
PUT,REP,55-64,5601
PUT,REP,65-74,6295
PUT,REP,75+,4885
PUT,REP,unknown,259
SAN,AMF,18-24,58
SAN,AMF,25-34,54
SAN,AMF,35-44,52
SAN,AMF,45-54,23
SAN,AMF,55-64,20
SAN,AMF,65-74,18
SAN,AMF,75+,3
SAN,ASP,18-24,22
SAN,ASP,25-34,22
SAN,ASP,35-44,18
SAN,ASP,45-54,9
SAN,ASP,55-64,10
SAN,ASP,65-74,6
SAN,ASP,75+,1
SAN,ASP,unknown,1
SAN,BPP,18-24,16
SAN,BPP,25-34,15
SAN,BPP,35-44,16
SAN,BPP,45-54,5
SAN,BPP,55-64,4
SAN,BPP,75+,1
SAN,CPF,18-24,70
SAN,CPF,25-34,60
SAN,CPF,35-44,61
SAN,CPF,45-54,48
SAN,CPF,55-64,27
SAN,CPF,65-74,23
SAN,CPF,75+,5
SAN,CPP,18-24,12
SAN,CPP,25-34,24
SAN,CPP,35-44,15
SAN,CPP,45-54,17
SAN,CPP,55-64,12
SAN,CPP,65-74,10
SAN,CPP,75+,1
SAN,CSV,18-24,129
SAN,CSV,25-34,134
SAN,CSV,35-44,122
SAN,CSV,45-54,91
SAN,CSV,55-64,60
SAN,CSV,65-74,50
SAN,CSV,75+,23
SAN,DEM,18-24,2103
SAN,DEM,25-34,4513
SAN,DEM,35-44,4435
SAN,DEM,45-54,3479
SAN,DEM,55-64,3520
SAN,DEM,65-74,4217
SAN,DEM,75+,3458
SAN,DEM,unknown,98
SAN,ECO,18-24,16
SAN,ECO,25-34,14
SAN,ECO,35-44,6
SAN,ECO,45-54,3
SAN,ECO,55-64,8
SAN,ECO,65-74,7
SAN,ECO,75+,1
SAN,FFP,18-24,3
SAN,FFP,25-34,4
SAN,FFP,35-44,2
SAN,FFP,45-54,1
SAN,FFP,55-64,2
SAN,GRE,18-24,26
SAN,GRE,25-34,36
SAN,GRE,35-44,31
SAN,GRE,45-54,14
SAN,GRE,55-64,4
SAN,GRE,65-74,5
SAN,IND,18-24,459
SAN,IND,25-34,821
SAN,IND,35-44,708
SAN,IND,45-54,527
SAN,IND,55-64,490
SAN,IND,65-74,467
SAN,IND,75+,237
SAN,IND,unknown,12
SAN,JEF,45-54,1
SAN,LPF,18-24,51
SAN,LPF,25-34,271
SAN,LPF,35-44,311
SAN,LPF,45-54,157
SAN,LPF,55-64,73
SAN,LPF,65-74,31
SAN,LPF,75+,12
SAN,LPF,unknown,3
SAN,MGT,25-34,1
SAN,NPA,18-24,3871
SAN,NPA,25-34,7539
SAN,NPA,35-44,8293
SAN,NPA,45-54,5890
SAN,NPA,55-64,4424
SAN,NPA,65-74,3327
SAN,NPA,75+,1907
SAN,NPA,unknown,156
SAN,PSL,18-24,5
SAN,PSL,25-34,9
SAN,PSL,35-44,5
SAN,PSL,45-54,1
SAN,PSL,55-64,1
SAN,PSL,75+,1
SAN,REP,18-24,7362
SAN,REP,25-34,13900
SAN,REP,35-44,16884
SAN,REP,45-54,16461
SAN,REP,55-64,19100
SAN,REP,65-74,17021
SAN,REP,75+,12171
SAN,REP,unknown,741
SAN,WPF,35-44,1
SAN,WPF,45-54,1
SAR,AMF,18-24,70
SAR,AMF,25-34,94
SAR,AMF,35-44,52
SAR,AMF,45-54,72
SAR,AMF,55-64,70
SAR,AMF,65-74,61
SAR,AMF,75+,31
SAR,AMF,unknown,1
SAR,ASP,18-24,24
SAR,ASP,25-34,36
SAR,ASP,35-44,22
SAR,ASP,45-54,20
SAR,ASP,55-64,23
SAR,ASP,65-74,13
SAR,ASP,75+,6
SAR,BPP,18-24,24
SAR,BPP,25-34,36
SAR,BPP,35-44,24
SAR,BPP,45-54,18
SAR,BPP,55-64,15
SAR,BPP,65-74,12
SAR,CPF,18-24,92
SAR,CPF,25-34,71
SAR,CPF,35-44,56
SAR,CPF,45-54,54
SAR,CPF,55-64,65
SAR,CPF,65-74,41
SAR,CPF,75+,16
SAR,CPF,unknown,1
SAR,CPP,18-24,19
SAR,CPP,25-34,29
SAR,CPP,35-44,25
SAR,CPP,45-54,34
SAR,CPP,55-64,44
SAR,CPP,65-74,25
SAR,CPP,75+,17
SAR,CPP,unknown,1
SAR,CSV,18-24,123
SAR,CSV,25-34,151
SAR,CSV,35-44,131
SAR,CSV,45-54,127
SAR,CSV,55-64,172
SAR,CSV,65-74,157
SAR,CSV,75+,93
SAR,CSV,unknown,1
SAR,DEM,18-24,4564
SAR,DEM,25-34,9723
SAR,DEM,35-44,9464
SAR,DEM,45-54,9040
SAR,DEM,55-64,13420
SAR,DEM,65-74,21775
SAR,DEM,75+,29119
SAR,DEM,unknown,249
SAR,ECO,18-24,19
SAR,ECO,25-34,19
SAR,ECO,35-44,8
SAR,ECO,45-54,13
SAR,ECO,55-64,13
SAR,ECO,65-74,17
SAR,ECO,75+,13
SAR,FFP,18-24,7
SAR,FFP,25-34,8
SAR,FFP,35-44,6
SAR,FFP,45-54,1
SAR,FFP,55-64,5
SAR,FFP,65-74,4
SAR,FFP,75+,6
SAR,GRE,18-24,45
SAR,GRE,25-34,70
SAR,GRE,35-44,74
SAR,GRE,45-54,38
SAR,GRE,55-64,46
SAR,GRE,65-74,35
SAR,GRE,75+,14
SAR,GRE,unknown,1
SAR,IND,18-24,818
SAR,IND,25-34,1186
SAR,IND,35-44,979
SAR,IND,45-54,1006
SAR,IND,55-64,1530
SAR,IND,65-74,2033
SAR,IND,75+,1780
SAR,IND,unknown,31
SAR,JEF,45-54,1
SAR,LPF,18-24,51
SAR,LPF,25-34,215
SAR,LPF,35-44,265
SAR,LPF,45-54,190
SAR,LPF,55-64,137
SAR,LPF,65-74,104
SAR,LPF,75+,54
SAR,LPF,unknown,5
SAR,NPA,18-24,6215
SAR,NPA,25-34,12271
SAR,NPA,35-44,12927
SAR,NPA,45-54,12274
SAR,NPA,55-64,14890
SAR,NPA,65-74,17032
SAR,NPA,75+,18796
SAR,NPA,unknown,303
SAR,PSL,18-24,6
SAR,PSL,25-34,26
SAR,PSL,35-44,9
SAR,PSL,45-54,3
SAR,PSL,55-64,2
SAR,PSL,65-74,1
SAR,PSL,75+,1
SAR,REP,18-24,8256
SAR,REP,25-34,15258
SAR,REP,35-44,16980
SAR,REP,45-54,19006
SAR,REP,55-64,33692
SAR,REP,65-74,40385
SAR,REP,75+,45803
SAR,REP,unknown,1212
SEM,AMF,18-24,94
SEM,AMF,25-34,116
SEM,AMF,35-44,88
SEM,AMF,45-54,65
SEM,AMF,55-64,56
SEM,AMF,65-74,34
SEM,AMF,75+,11
SEM,AMF,unknown,2
SEM,ASP,18-24,46
SEM,ASP,25-34,66
SEM,ASP,35-44,24
SEM,ASP,45-54,23
SEM,ASP,55-64,21
SEM,ASP,65-74,18
SEM,ASP,75+,1
SEM,BPP,18-24,168
SEM,BPP,25-34,234
SEM,BPP,35-44,175
SEM,BPP,45-54,140
SEM,BPP,55-64,57
SEM,BPP,65-74,23
SEM,BPP,75+,19
SEM,BPP,unknown,2
SEM,CPF,18-24,111
SEM,CPF,25-34,104
SEM,CPF,35-44,100
SEM,CPF,45-54,79
SEM,CPF,55-64,47
SEM,CPF,65-74,37
SEM,CPF,75+,8
SEM,CPP,18-24,33
SEM,CPP,25-34,54
SEM,CPP,35-44,45
SEM,CPP,45-54,58
SEM,CPP,55-64,26
SEM,CPP,65-74,18
SEM,CPP,75+,12
SEM,CSV,18-24,204
SEM,CSV,25-34,254
SEM,CSV,35-44,225
SEM,CSV,45-54,162
SEM,CSV,55-64,143
SEM,CSV,65-74,88
SEM,CSV,75+,53
SEM,CSV,unknown,3
SEM,DEM,18-24,8857
SEM,DEM,25-34,22669
SEM,DEM,35-44,21209
SEM,DEM,45-54,17462
SEM,DEM,55-64,16124
SEM,DEM,65-74,15740
SEM,DEM,75+,14240
SEM,DEM,unknown,412
SEM,ECO,18-24,36
SEM,ECO,25-34,36
SEM,ECO,35-44,19
SEM,ECO,45-54,17
SEM,ECO,55-64,13
SEM,ECO,65-74,4
SEM,ECO,75+,3
SEM,FFP,18-24,12
SEM,FFP,25-34,13
SEM,FFP,35-44,14
SEM,FFP,45-54,4
SEM,FFP,55-64,2
SEM,FFP,65-74,3
SEM,FFP,75+,1
SEM,GRE,18-24,72
SEM,GRE,25-34,122
SEM,GRE,35-44,91
SEM,GRE,45-54,43
SEM,GRE,55-64,19
SEM,GRE,65-74,13
SEM,GRE,75+,4
SEM,IND,18-24,1250
SEM,IND,25-34,2180
SEM,IND,35-44,1594
SEM,IND,45-54,1285
SEM,IND,55-64,1105
SEM,IND,65-74,903
SEM,IND,75+,516
SEM,IND,unknown,37
SEM,LPF,18-24,76
SEM,LPF,25-34,363
SEM,LPF,35-44,389
SEM,LPF,45-54,274
SEM,LPF,55-64,128
SEM,LPF,65-74,62
SEM,LPF,75+,26
SEM,LPF,unknown,12
SEM,MGT,35-44,2
SEM,NPA,18-24,10991
SEM,NPA,25-34,22548
SEM,NPA,35-44,22656
SEM,NPA,45-54,19364
SEM,NPA,55-64,15271
SEM,NPA,65-74,10496
SEM,NPA,75+,7419
SEM,NPA,unknown,365
SEM,PSL,18-24,25
SEM,PSL,25-34,49
SEM,PSL,35-44,19
SEM,PSL,45-54,5
SEM,PSL,55-64,1
SEM,REP,18-24,8530
SEM,REP,25-34,16352
SEM,REP,35-44,18659
SEM,REP,45-54,19397
SEM,REP,55-64,23622
SEM,REP,65-74,21334
SEM,REP,75+,18799
SEM,REP,unknown,932
SEM,WPF,45-54,1
STJ,AMF,18-24,59
STJ,AMF,25-34,59
STJ,AMF,35-44,56
STJ,AMF,45-54,48
STJ,AMF,55-64,32
STJ,AMF,65-74,15
STJ,AMF,75+,7
STJ,AMF,unknown,2
STJ,ASP,18-24,23
STJ,ASP,25-34,32
STJ,ASP,35-44,18
STJ,ASP,45-54,13
STJ,ASP,55-64,6
STJ,ASP,65-74,6
STJ,ASP,75+,2
STJ,ASP,unknown,1
STJ,BPP,18-24,19
STJ,BPP,25-34,23
STJ,BPP,35-44,25
STJ,BPP,45-54,10
STJ,BPP,55-64,8
STJ,BPP,65-74,6
STJ,BPP,75+,2
STJ,CPF,18-24,59
STJ,CPF,25-34,49
STJ,CPF,35-44,52
STJ,CPF,45-54,42
STJ,CPF,55-64,33
STJ,CPF,65-74,16
STJ,CPF,75+,8
STJ,CPF,unknown,2
STJ,CPP,18-24,26
STJ,CPP,25-34,18
STJ,CPP,35-44,26
STJ,CPP,45-54,26
STJ,CPP,55-64,14
STJ,CPP,65-74,14
STJ,CPP,75+,6
STJ,CPP,unknown,1
STJ,CSV,18-24,127
STJ,CSV,25-34,146
STJ,CSV,35-44,134
STJ,CSV,45-54,140
STJ,CSV,55-64,98
STJ,CSV,65-74,87
STJ,CSV,75+,40
STJ,CSV,unknown,2
STJ,DEM,18-24,4659
STJ,DEM,25-34,7164
STJ,DEM,35-44,8328
STJ,DEM,45-54,8108
STJ,DEM,55-64,7487
STJ,DEM,65-74,9602
STJ,DEM,75+,9191
STJ,DEM,unknown,313
STJ,ECO,18-24,15
STJ,ECO,25-34,14
STJ,ECO,35-44,17
STJ,ECO,45-54,9
STJ,ECO,55-64,10
STJ,ECO,65-74,11
STJ,ECO,75+,1
STJ,FFP,18-24,3
STJ,FFP,25-34,3
STJ,FFP,35-44,6
STJ,FFP,45-54,6
STJ,FFP,55-64,7
STJ,FFP,65-74,5
STJ,FFP,75+,2
STJ,GRE,18-24,40
STJ,GRE,25-34,29
STJ,GRE,35-44,36
STJ,GRE,45-54,29
STJ,GRE,55-64,16
STJ,GRE,65-74,10
STJ,GRE,unknown,1
STJ,IND,18-24,756
STJ,IND,25-34,957
STJ,IND,35-44,853
STJ,IND,45-54,877
STJ,IND,55-64,802
STJ,IND,65-74,755
STJ,IND,75+,498
STJ,IND,unknown,34
STJ,JEF,25-34,1
STJ,LPF,18-24,60
STJ,LPF,25-34,199
STJ,LPF,35-44,302
STJ,LPF,45-54,202
STJ,LPF,55-64,87
STJ,LPF,65-74,46
STJ,LPF,75+,11
STJ,LPF,unknown,6
STJ,MGT,25-34,1
STJ,MGT,45-54,2
STJ,NPA,18-24,7438
STJ,NPA,25-34,8551
STJ,NPA,35-44,11153
STJ,NPA,45-54,11651
STJ,NPA,55-64,8680
STJ,NPA,65-74,6950
STJ,NPA,75+,5686
STJ,NPA,unknown,309
STJ,PSL,18-24,12
STJ,PSL,25-34,12
STJ,PSL,35-44,1
STJ,PSL,45-54,1
STJ,PSL,55-64,1
STJ,REP,18-24,10946
STJ,REP,25-34,15269
STJ,REP,35-44,20737
STJ,REP,45-54,23275
STJ,REP,55-64,26529
STJ,REP,65-74,24829
STJ,REP,75+,21049
STJ,REP,unknown,1731
STL,AMF,18-24,73
STL,AMF,25-34,91
STL,AMF,35-44,69
STL,AMF,45-54,63
STL,AMF,55-64,66
STL,AMF,65-74,33
STL,AMF,75+,13
STL,AMF,unknown,1
STL,ASP,18-24,40
STL,ASP,25-34,37
STL,ASP,35-44,36
STL,ASP,45-54,30
STL,ASP,55-64,25
STL,ASP,65-74,15
STL,ASP,75+,2
STL,ASP,unknown,1
STL,BPP,18-24,65
STL,BPP,25-34,76
STL,BPP,35-44,77
STL,BPP,45-54,56
STL,BPP,55-64,25
STL,BPP,65-74,16
STL,BPP,75+,7
STL,CPF,18-24,137
STL,CPF,25-34,98
STL,CPF,35-44,96
STL,CPF,45-54,80
STL,CPF,55-64,65
STL,CPF,65-74,46
STL,CPF,75+,20
STL,CPF,unknown,5
STL,CPP,18-24,20
STL,CPP,25-34,42
STL,CPP,35-44,48
STL,CPP,45-54,41
STL,CPP,55-64,33
STL,CPP,65-74,19
STL,CPP,75+,12
STL,CPP,unknown,2
STL,CSV,18-24,183
STL,CSV,25-34,173
STL,CSV,35-44,196
STL,CSV,45-54,162
STL,CSV,55-64,158
STL,CSV,65-74,148
STL,CSV,75+,77
STL,CSV,unknown,2
STL,DEM,18-24,6099
STL,DEM,25-34,12295
STL,DEM,35-44,13549
STL,DEM,45-54,12677
STL,DEM,55-64,15000
STL,DEM,65-74,18270
STL,DEM,75+,16865
STL,DEM,unknown,468
STL,ECO,18-24,21
STL,ECO,25-34,18
STL,ECO,35-44,19
STL,ECO,45-54,17
STL,ECO,55-64,10
STL,ECO,65-74,11
STL,ECO,75+,7
STL,ECO,unknown,1
STL,FFP,18-24,10
STL,FFP,25-34,12
STL,FFP,35-44,7
STL,FFP,45-54,8
STL,FFP,55-64,3
STL,FFP,65-74,3
STL,FFP,75+,2
STL,GRE,18-24,51
STL,GRE,25-34,53
STL,GRE,35-44,45
STL,GRE,45-54,23
STL,GRE,55-64,16
STL,GRE,65-74,5
STL,GRE,75+,6
STL,GRE,unknown,1
STL,IND,18-24,798
STL,IND,25-34,1226
STL,IND,35-44,1131
STL,IND,45-54,1053
STL,IND,55-64,1204
STL,IND,65-74,1282
STL,IND,75+,854
STL,IND,unknown,40
STL,JEF,75+,1
STL,LPF,18-24,46
STL,LPF,25-34,140
STL,LPF,35-44,170
STL,LPF,45-54,83
STL,LPF,55-64,61
STL,LPF,65-74,44
STL,LPF,75+,15
STL,LPF,unknown,5
STL,MGT,45-54,1
STL,MGT,55-64,1
STL,NPA,18-24,6228
STL,NPA,25-34,13116
STL,NPA,35-44,13175
STL,NPA,45-54,10606
STL,NPA,55-64,10516
STL,NPA,65-74,10189
STL,NPA,75+,8983
STL,NPA,unknown,354
STL,PSL,18-24,10
STL,PSL,25-34,13
STL,PSL,35-44,4
STL,PSL,45-54,3
STL,PSL,55-64,1
STL,PSL,75+,1
STL,REP,18-24,5067
STL,REP,25-34,10972
STL,REP,35-44,13254
STL,REP,45-54,12398
STL,REP,55-64,19459
STL,REP,65-74,21661
STL,REP,75+,19728
STL,REP,unknown,898
SUM,AMF,18-24,15
SUM,AMF,25-34,28
SUM,AMF,35-44,17
SUM,AMF,45-54,21
SUM,AMF,55-64,27
SUM,AMF,65-74,25
SUM,AMF,75+,14
SUM,ASP,18-24,5
SUM,ASP,25-34,8
SUM,ASP,35-44,3
SUM,ASP,45-54,4
SUM,ASP,55-64,7
SUM,ASP,65-74,4
SUM,ASP,75+,6
SUM,BPP,18-24,5
SUM,BPP,25-34,11
SUM,BPP,35-44,16
SUM,BPP,45-54,7
SUM,BPP,55-64,5
SUM,BPP,65-74,8
SUM,BPP,75+,2
SUM,CPF,18-24,12
SUM,CPF,25-34,15
SUM,CPF,35-44,11
SUM,CPF,45-54,10
SUM,CPF,55-64,18
SUM,CPF,65-74,23
SUM,CPF,75+,14
SUM,CPP,18-24,6
SUM,CPP,25-34,7
SUM,CPP,35-44,6
SUM,CPP,45-54,5
SUM,CPP,55-64,16
SUM,CPP,65-74,10
SUM,CPP,75+,7
SUM,CSV,18-24,25
SUM,CSV,25-34,49
SUM,CSV,35-44,33
SUM,CSV,45-54,34
SUM,CSV,55-64,66
SUM,CSV,65-74,112
SUM,CSV,75+,61
SUM,DEM,18-24,705
SUM,DEM,25-34,1464
SUM,DEM,35-44,1558
SUM,DEM,45-54,1572
SUM,DEM,55-64,3222
SUM,DEM,65-74,6890
SUM,DEM,75+,11008
SUM,DEM,unknown,38
SUM,ECO,18-24,3
SUM,ECO,25-34,2
SUM,ECO,35-44,2
SUM,ECO,45-54,4
SUM,ECO,55-64,8
SUM,ECO,65-74,7
SUM,ECO,75+,3
SUM,FFP,18-24,1
SUM,FFP,25-34,2
SUM,FFP,35-44,1
SUM,FFP,45-54,2
SUM,FFP,55-64,1
SUM,FFP,65-74,3
SUM,FFP,75+,8
SUM,GRE,18-24,7
SUM,GRE,25-34,7
SUM,GRE,35-44,10
SUM,GRE,45-54,10
SUM,GRE,55-64,6
SUM,GRE,65-74,6
SUM,GRE,75+,2
SUM,IND,18-24,110
SUM,IND,25-34,215
SUM,IND,35-44,175
SUM,IND,45-54,180
SUM,IND,55-64,456
SUM,IND,65-74,944
SUM,IND,75+,907
SUM,IND,unknown,7
SUM,LPF,18-24,15
SUM,LPF,25-34,42
SUM,LPF,35-44,43
SUM,LPF,45-54,33
SUM,LPF,55-64,38
SUM,LPF,65-74,43
SUM,LPF,75+,30
SUM,NPA,18-24,1178
SUM,NPA,25-34,2188
SUM,NPA,35-44,2245
SUM,NPA,45-54,2165
SUM,NPA,55-64,3818
SUM,NPA,65-74,6866
SUM,NPA,75+,9395
SUM,NPA,unknown,41
SUM,PSL,18-24,2
SUM,PSL,25-34,3
SUM,PSL,45-54,2
SUM,PSL,65-74,1
SUM,REP,18-24,1829
SUM,REP,25-34,3381
SUM,REP,35-44,3842
SUM,REP,45-54,4487
SUM,REP,55-64,12739
SUM,REP,65-74,23377
SUM,REP,75+,32758
SUM,REP,unknown,238
SUW,AMF,18-24,23
SUW,AMF,25-34,6
SUW,AMF,35-44,10
SUW,AMF,45-54,8
SUW,AMF,55-64,10
SUW,AMF,65-74,3
SUW,AMF,75+,1
SUW,ASP,18-24,12
SUW,ASP,25-34,6
SUW,ASP,35-44,1
