county_code,party_affiliation,age_band,voter_count
CLA,LPF,35-44,217
CLA,LPF,45-54,139
CLA,LPF,55-64,75
CLA,LPF,65-74,29
CLA,LPF,75+,7
CLA,LPF,unknown,11
CLA,NPA,18-24,4571
CLA,NPA,25-34,8234
CLA,NPA,35-44,8822
CLA,NPA,45-54,6916
CLA,NPA,55-64,5198
CLA,NPA,65-74,3992
CLA,NPA,75+,2680
CLA,NPA,unknown,163
CLA,PSL,18-24,5
CLA,PSL,25-34,14
CLA,PSL,35-44,2
CLA,PSL,45-54,1
CLA,PSL,65-74,1
CLA,REP,18-24,7023
CLA,REP,25-34,12447
CLA,REP,35-44,15130
CLA,REP,45-54,15155
CLA,REP,55-64,18114
CLA,REP,65-74,16485
CLA,REP,75+,13412
CLA,REP,unknown,1001
CLL,AMF,18-24,63
CLL,AMF,25-34,58
CLL,AMF,35-44,42
CLL,AMF,45-54,37
CLL,AMF,55-64,43
CLL,AMF,65-74,24
CLL,AMF,75+,16
CLL,AMF,unknown,3
CLL,ASP,18-24,37
CLL,ASP,25-34,41
CLL,ASP,35-44,31
CLL,ASP,45-54,22
CLL,ASP,55-64,13
CLL,ASP,65-74,10
CLL,ASP,75+,5
CLL,ASP,unknown,3
CLL,BPP,18-24,18
CLL,BPP,25-34,24
CLL,BPP,35-44,21
CLL,BPP,45-54,14
CLL,BPP,55-64,16
CLL,BPP,65-74,5
CLL,BPP,75+,2
CLL,BPP,unknown,3
CLL,CPF,18-24,91
CLL,CPF,25-34,67
CLL,CPF,35-44,69
CLL,CPF,45-54,60
CLL,CPF,55-64,50
CLL,CPF,65-74,44
CLL,CPF,75+,16
CLL,CPP,18-24,23
CLL,CPP,25-34,22
CLL,CPP,35-44,24
CLL,CPP,45-54,20
CLL,CPP,55-64,14
CLL,CPP,65-74,23
CLL,CPP,75+,10
CLL,CPP,unknown,1
CLL,CSV,18-24,141
CLL,CSV,25-34,151
CLL,CSV,35-44,114
CLL,CSV,45-54,88
CLL,CSV,55-64,147
CLL,CSV,65-74,153
CLL,CSV,75+,92
CLL,CSV,unknown,3
CLL,DEM,18-24,4027
CLL,DEM,25-34,6921
CLL,DEM,35-44,5836
CLL,DEM,45-54,5742
CLL,DEM,55-64,8588
CLL,DEM,65-74,11878
CLL,DEM,75+,14461
CLL,DEM,unknown,168
CLL,ECO,18-24,23
CLL,ECO,25-34,23
CLL,ECO,35-44,14
CLL,ECO,45-54,12
CLL,ECO,55-64,13
CLL,ECO,65-74,18
CLL,ECO,75+,7
CLL,FFP,18-24,5
CLL,FFP,25-34,2
CLL,FFP,35-44,7
CLL,FFP,45-54,4
CLL,FFP,55-64,3
CLL,FFP,65-74,1
CLL,FFP,75+,2
CLL,FFP,unknown,1
CLL,GRE,18-24,34
CLL,GRE,25-34,42
CLL,GRE,35-44,37
CLL,GRE,45-54,19
CLL,GRE,55-64,14
CLL,GRE,65-74,19
CLL,GRE,75+,4
CLL,GRE,unknown,1
CLL,IND,18-24,554
CLL,IND,25-34,833
CLL,IND,35-44,637
CLL,IND,45-54,593
CLL,IND,55-64,1027
CLL,IND,65-74,1378
CLL,IND,75+,1113
CLL,IND,unknown,20
CLL,JEF,25-34,2
CLL,JEF,35-44,2
CLL,JEF,55-64,2
CLL,JEF,75+,1
CLL,LPF,18-24,52
CLL,LPF,25-34,130
CLL,LPF,35-44,153
CLL,LPF,45-54,74
CLL,LPF,55-64,85
CLL,LPF,65-74,68
CLL,LPF,75+,40
CLL,LPF,unknown,1
CLL,MGT,65-74,1
CLL,MGT,75+,2
CLL,NPA,18-24,5999
CLL,NPA,25-34,9080
CLL,NPA,35-44,8985
CLL,NPA,45-54,8301
CLL,NPA,55-64,10674
CLL,NPA,65-74,11925
CLL,NPA,75+,13355
CLL,NPA,unknown,197
CLL,PSL,18-24,13
CLL,PSL,25-34,10
CLL,PSL,35-44,2
CLL,PSL,45-54,1
CLL,PSL,55-64,2
CLL,PSL,65-74,1
CLL,PSL,75+,5
CLL,REP,18-24,7625
CLL,REP,25-34,12204
CLL,REP,35-44,13149
CLL,REP,45-54,15074
CLL,REP,55-64,28933
CLL,REP,65-74,35888
CLL,REP,75+,41940
CLL,REP,unknown,756
CLM,AMF,18-24,16
CLM,AMF,25-34,20
CLM,AMF,35-44,15
CLM,AMF,45-54,9
CLM,AMF,55-64,8
CLM,AMF,65-74,8
CLM,AMF,75+,3
CLM,ASP,18-24,3
CLM,ASP,25-34,5
CLM,ASP,35-44,5
CLM,ASP,45-54,4
CLM,ASP,55-64,2
CLM,ASP,65-74,1
CLM,BPP,18-24,5
CLM,BPP,25-34,6
CLM,BPP,35-44,3
CLM,BPP,45-54,6
CLM,BPP,55-64,2
CLM,BPP,75+,1
CLM,CPF,18-24,23
CLM,CPF,25-34,22
CLM,CPF,35-44,19
CLM,CPF,45-54,19
CLM,CPF,55-64,12
CLM,CPF,65-74,15
CLM,CPF,75+,2
CLM,CPP,18-24,10
CLM,CPP,25-34,9
CLM,CPP,35-44,14
CLM,CPP,45-54,5
CLM,CPP,55-64,4
CLM,CPP,65-74,2
CLM,CPP,75+,1
CLM,CSV,18-24,45
CLM,CSV,25-34,36
CLM,CSV,35-44,35
CLM,CSV,45-54,24
CLM,CSV,55-64,21
CLM,CSV,65-74,16
CLM,CSV,75+,8
CLM,CSV,unknown,1
CLM,DEM,18-24,730
CLM,DEM,25-34,1537
CLM,DEM,35-44,1611
CLM,DEM,45-54,1458
CLM,DEM,55-64,1936
CLM,DEM,65-74,2332
CLM,DEM,75+,2133
CLM,DEM,unknown,40
CLM,ECO,18-24,1
CLM,ECO,25-34,2
CLM,ECO,35-44,2
CLM,ECO,45-54,1
CLM,ECO,55-64,1
CLM,ECO,65-74,1
CLM,FFP,45-54,2
CLM,FFP,55-64,1
CLM,GRE,18-24,2
CLM,GRE,25-34,12
CLM,GRE,35-44,12
CLM,GRE,45-54,2
CLM,GRE,55-64,2
CLM,GRE,65-74,2
CLM,GRE,75+,1
CLM,IND,18-24,101
CLM,IND,25-34,154
CLM,IND,35-44,136
CLM,IND,45-54,111
CLM,IND,55-64,139
CLM,IND,65-74,114
CLM,IND,75+,56
CLM,IND,unknown,4
CLM,JEF,75+,1
CLM,LPF,18-24,18
CLM,LPF,25-34,38
CLM,LPF,35-44,41
CLM,LPF,45-54,29
CLM,LPF,55-64,20
CLM,LPF,65-74,15
CLM,LPF,75+,9
CLM,LPF,unknown,2
CLM,NPA,18-24,883
CLM,NPA,25-34,1626
CLM,NPA,35-44,1696
CLM,NPA,45-54,1309
CLM,NPA,55-64,1218
CLM,NPA,65-74,1051
CLM,NPA,75+,698
CLM,NPA,unknown,28
CLM,PSL,18-24,1
CLM,PSL,25-34,1
CLM,PSL,35-44,1
CLM,PSL,55-64,1
CLM,REP,18-24,1977
CLM,REP,25-34,3483
CLM,REP,35-44,3679
CLM,REP,45-54,3669
CLM,REP,55-64,4643
CLM,REP,65-74,4981
CLM,REP,75+,4121
CLM,REP,unknown,184
DAD,AMF,18-24,440
DAD,AMF,25-34,322
DAD,AMF,35-44,252
DAD,AMF,45-54,189
DAD,AMF,55-64,169
DAD,AMF,65-74,70
DAD,AMF,75+,27
DAD,AMF,unknown,1
DAD,ASP,18-24,164
DAD,ASP,25-34,117
DAD,ASP,35-44,91
DAD,ASP,45-54,72
DAD,ASP,55-64,85
DAD,ASP,65-74,37
DAD,ASP,75+,16
DAD,ASP,unknown,2
DAD,BPP,18-24,121
DAD,BPP,25-34,194
DAD,BPP,35-44,129
DAD,BPP,45-54,96
DAD,BPP,55-64,55
DAD,BPP,65-74,17
DAD,BPP,75+,7
DAD,BPP,unknown,2
DAD,CPF,18-24,370
DAD,CPF,25-34,208
DAD,CPF,35-44,187
DAD,CPF,45-54,125
DAD,CPF,55-64,94
DAD,CPF,65-74,44
DAD,CPF,75+,31
DAD,CPF,unknown,2
DAD,CPP,18-24,98
DAD,CPP,25-34,99
DAD,CPP,35-44,113
DAD,CPP,45-54,87
DAD,CPP,55-64,60
DAD,CPP,65-74,39
DAD,CPP,75+,18
DAD,CPP,unknown,1
DAD,CSV,18-24,419
DAD,CSV,25-34,368
DAD,CSV,35-44,335
DAD,CSV,45-54,271
DAD,CSV,55-64,172
DAD,CSV,65-74,102
DAD,CSV,75+,52
DAD,CSV,unknown,3
DAD,DEM,18-24,35073
DAD,DEM,25-34,90217
DAD,DEM,35-44,92408
DAD,DEM,45-54,76757
DAD,DEM,55-64,86304
DAD,DEM,65-74,85203
DAD,DEM,75+,83673
DAD,DEM,unknown,1754
DAD,ECO,18-24,76
DAD,ECO,25-34,99
DAD,ECO,35-44,61
DAD,ECO,45-54,52
DAD,ECO,55-64,43
DAD,ECO,65-74,15
DAD,ECO,75+,13
DAD,FFP,18-24,29
DAD,FFP,25-34,29
DAD,FFP,35-44,27
DAD,FFP,45-54,15
DAD,FFP,55-64,7
DAD,FFP,65-74,2
DAD,FFP,75+,1
DAD,GRE,18-24,197
DAD,GRE,25-34,242
DAD,GRE,35-44,227
DAD,GRE,45-54,143
DAD,GRE,55-64,89
DAD,GRE,65-74,41
DAD,GRE,75+,23
DAD,GRE,unknown,1
DAD,IND,18-24,3725
DAD,IND,25-34,5961
DAD,IND,35-44,5204
DAD,IND,45-54,4698
DAD,IND,55-64,4983
DAD,IND,65-74,3191
DAD,IND,75+,2123
DAD,IND,unknown,81
DAD,JEF,25-34,2
DAD,JEF,45-54,2
DAD,JEF,65-74,1
DAD,JEF,75+,1
DAD,LPF,18-24,150
DAD,LPF,25-34,641
DAD,LPF,35-44,603
DAD,LPF,45-54,352
DAD,LPF,55-64,189
DAD,LPF,65-74,93
DAD,LPF,75+,40
DAD,LPF,unknown,6
DAD,MGT,35-44,1
DAD,MGT,45-54,1
DAD,MGT,55-64,1
DAD,MGT,75+,1
DAD,NPA,18-24,46076
DAD,NPA,25-34,96519
DAD,NPA,35-44,102649
DAD,NPA,45-54,90094
DAD,NPA,55-64,85073
DAD,NPA,65-74,60052
DAD,NPA,75+,50942
DAD,NPA,unknown,1289
DAD,PSL,18-24,53
DAD,PSL,25-34,86
DAD,PSL,35-44,34
DAD,PSL,45-54,10
DAD,PSL,55-64,2
DAD,PSL,65-74,3
DAD,PSL,unknown,1
DAD,REP,18-24,30267
DAD,REP,25-34,63798
DAD,REP,35-44,76906
DAD,REP,45-54,76922
DAD,REP,55-64,98581
DAD,REP,65-74,77866
DAD,REP,75+,95912
DAD,REP,unknown,1835
DAD,WPF,18-24,1
DES,AMF,18-24,11
DES,AMF,25-34,11
DES,AMF,35-44,5
DES,AMF,45-54,6
DES,AMF,55-64,5
DES,AMF,75+,2
DES,ASP,18-24,4
DES,ASP,25-34,6
DES,ASP,35-44,1
DES,ASP,45-54,2
DES,ASP,55-64,1
DES,BPP,18-24,3
DES,BPP,25-34,3
DES,BPP,35-44,2
DES,BPP,45-54,1
DES,BPP,55-64,3
DES,CPF,18-24,17
DES,CPF,25-34,15
DES,CPF,35-44,3
DES,CPF,45-54,3
DES,CPF,55-64,6
DES,CPF,65-74,7
DES,CPP,25-34,2
DES,CPP,45-54,2
DES,CPP,55-64,3
DES,CPP,65-74,1
DES,CSV,18-24,21
DES,CSV,25-34,9
DES,CSV,35-44,13
DES,CSV,45-54,15
DES,CSV,55-64,14
DES,CSV,65-74,15
DES,CSV,75+,7
DES,DEM,18-24,348
DES,DEM,25-34,759
DES,DEM,35-44,724
DES,DEM,45-54,608
DES,DEM,55-64,812
DES,DEM,65-74,1078
DES,DEM,75+,1256
DES,DEM,unknown,10
DES,ECO,18-24,2
DES,ECO,65-74,1
DES,FFP,35-44,2
DES,FFP,75+,1
DES,GRE,18-24,1
DES,GRE,25-34,1
DES,GRE,35-44,3
DES,GRE,45-54,3
DES,GRE,65-74,1
DES,IND,18-24,36
DES,IND,25-34,56
DES,IND,35-44,34
DES,IND,45-54,25
DES,IND,55-64,47
DES,IND,65-74,60
DES,IND,75+,40
DES,IND,unknown,1
DES,LPF,18-24,3
DES,LPF,25-34,6
DES,LPF,35-44,13
DES,LPF,45-54,3
DES,LPF,55-64,5
DES,LPF,65-74,1
DES,LPF,75+,2
DES,NPA,18-24,445
DES,NPA,25-34,973
DES,NPA,35-44,764
DES,NPA,45-54,519
DES,NPA,55-64,620
DES,NPA,65-74,652
DES,NPA,75+,667
DES,NPA,unknown,6
DES,PSL,18-24,1
DES,PSL,55-64,1
DES,REP,18-24,567
DES,REP,25-34,1134
DES,REP,35-44,1126
DES,REP,45-54,1132
DES,REP,55-64,1654
DES,REP,65-74,1869
DES,REP,75+,1956
DES,REP,unknown,53
DIX,AMF,18-24,3
DIX,AMF,25-34,4
DIX,AMF,35-44,1
DIX,AMF,45-54,1
DIX,AMF,55-64,2
DIX,ASP,65-74,1
DIX,ASP,75+,1
DIX,BPP,25-34,1
DIX,BPP,35-44,1
DIX,BPP,45-54,1
DIX,BPP,55-64,1
DIX,BPP,65-74,1
DIX,CPF,18-24,3
DIX,CPF,25-34,4
DIX,CPF,35-44,5
DIX,CPF,45-54,5
DIX,CPF,55-64,4
DIX,CPF,65-74,1
DIX,CPF,75+,1
DIX,CPP,18-24,2
DIX,CPP,35-44,1
DIX,CPP,45-54,1
DIX,CPP,65-74,1
DIX,CSV,18-24,3
DIX,CSV,25-34,5
DIX,CSV,35-44,3
DIX,CSV,45-54,6
DIX,CSV,55-64,9
DIX,CSV,65-74,1
DIX,DEM,18-24,68
DIX,DEM,25-34,169
DIX,DEM,35-44,286
DIX,DEM,45-54,240
DIX,DEM,55-64,403
DIX,DEM,65-74,558
DIX,DEM,75+,436
DIX,DEM,unknown,7
DIX,ECO,25-34,2
DIX,FFP,25-34,1
DIX,GRE,18-24,1
DIX,GRE,25-34,2
DIX,GRE,35-44,3
DIX,GRE,55-64,3
DIX,IND,18-24,11
DIX,IND,25-34,28
DIX,IND,35-44,22
DIX,IND,45-54,26
DIX,IND,55-64,34
DIX,IND,65-74,37
DIX,IND,75+,14
DIX,IND,unknown,2
DIX,LPF,18-24,1
DIX,LPF,25-34,2
DIX,LPF,35-44,3
DIX,LPF,45-54,7
DIX,LPF,55-64,2
DIX,LPF,65-74,1
DIX,LPF,75+,1
DIX,NPA,18-24,86
DIX,NPA,25-34,306
DIX,NPA,35-44,315
DIX,NPA,45-54,252
DIX,NPA,55-64,333
DIX,NPA,65-74,350
DIX,NPA,75+,217
DIX,NPA,unknown,1
DIX,PSL,18-24,1
DIX,REP,18-24,493
DIX,REP,25-34,816
DIX,REP,35-44,881
DIX,REP,45-54,1006
DIX,REP,55-64,1392
DIX,REP,65-74,1605
DIX,REP,75+,1224
DIX,REP,unknown,31
DUV,AMF,18-24,288
DUV,AMF,25-34,313
DUV,AMF,35-44,218
DUV,AMF,45-54,186
DUV,AMF,55-64,108
DUV,AMF,65-74,74
DUV,AMF,75+,22
DUV,AMF,unknown,4
DUV,ASP,18-24,126
DUV,ASP,25-34,154
DUV,ASP,35-44,122
DUV,ASP,45-54,65
DUV,ASP,55-64,52
DUV,ASP,65-74,26
DUV,ASP,75+,7
DUV,BPP,18-24,142
DUV,BPP,25-34,283
DUV,BPP,35-44,184
DUV,BPP,45-54,134
DUV,BPP,55-64,72
DUV,BPP,65-74,24
DUV,BPP,75+,8
DUV,BPP,unknown,2
DUV,CPF,18-24,323
DUV,CPF,25-34,327
DUV,CPF,35-44,282
DUV,CPF,45-54,183
DUV,CPF,55-64,158
DUV,CPF,65-74,50
DUV,CPF,75+,21
DUV,CPF,unknown,3
DUV,CPP,18-24,83
DUV,CPP,25-34,144
DUV,CPP,35-44,154
DUV,CPP,45-54,143
DUV,CPP,55-64,108
DUV,CPP,65-74,42
DUV,CPP,75+,17
DUV,CPP,unknown,3
DUV,CSV,18-24,390
DUV,CSV,25-34,642
DUV,CSV,35-44,533
DUV,CSV,45-54,363
DUV,CSV,55-64,306
DUV,CSV,65-74,152
DUV,CSV,75+,71
DUV,CSV,unknown,3
DUV,DEM,18-24,18752
DUV,DEM,25-34,49421
DUV,DEM,35-44,50025
DUV,DEM,45-54,40823
DUV,DEM,55-64,42836
DUV,DEM,65-74,40489
DUV,DEM,75+,30138
DUV,DEM,unknown,1333
DUV,ECO,18-24,64
DUV,ECO,25-34,82
DUV,ECO,35-44,50
DUV,ECO,45-54,32
DUV,ECO,55-64,21
DUV,ECO,65-74,12
DUV,ECO,75+,4
DUV,FFP,18-24,27
DUV,FFP,25-34,30
DUV,FFP,35-44,31
DUV,FFP,45-54,17
DUV,FFP,55-64,5
DUV,FFP,65-74,6
DUV,FFP,75+,5
DUV,GRE,18-24,135
DUV,GRE,25-34,207
DUV,GRE,35-44,150
DUV,GRE,45-54,84
DUV,GRE,55-64,62
DUV,GRE,65-74,23
DUV,GRE,75+,14
DUV,GRE,unknown,2
DUV,IND,18-24,1796
DUV,IND,25-34,3860
DUV,IND,35-44,2930
DUV,IND,45-54,2192
DUV,IND,55-64,2042
DUV,IND,65-74,1511
DUV,IND,75+,796
DUV,IND,unknown,61
DUV,JEF,18-24,2
DUV,JEF,25-34,3
DUV,JEF,35-44,1
DUV,JEF,65-74,2
DUV,LPF,18-24,155
DUV,LPF,25-34,749
DUV,LPF,35-44,912
DUV,LPF,45-54,515
DUV,LPF,55-64,245
DUV,LPF,65-74,129
DUV,LPF,75+,56
DUV,LPF,unknown,13
DUV,MGT,35-44,1
DUV,MGT,45-54,1
DUV,MGT,65-74,2
DUV,NPA,18-24,15965
DUV,NPA,25-34,41217
DUV,NPA,35-44,37721
DUV,NPA,45-54,26878
DUV,NPA,55-64,20745
DUV,NPA,65-74,14458
DUV,NPA,75+,8824
DUV,NPA,unknown,578
DUV,PSL,18-24,33
DUV,PSL,25-34,76
DUV,PSL,35-44,28
DUV,PSL,45-54,9
DUV,PSL,55-64,6
DUV,PSL,65-74,1
DUV,PSL,unknown,1
DUV,REP,18-24,13945
DUV,REP,25-34,38640
DUV,REP,35-44,39234
DUV,REP,45-54,35607
DUV,REP,55-64,46597
DUV,REP,65-74,43821
DUV,REP,75+,36014
DUV,REP,unknown,1707
ESC,AMF,18-24,115
ESC,AMF,25-34,115
ESC,AMF,35-44,78
ESC,AMF,45-54,59
ESC,AMF,55-64,38
ESC,AMF,65-74,16
ESC,AMF,75+,4
ESC,ASP,18-24,44
ESC,ASP,25-34,44
ESC,ASP,35-44,17
ESC,ASP,45-54,12
ESC,ASP,55-64,13
ESC,ASP,65-74,2
ESC,ASP,75+,3
ESC,BPP,18-24,14
ESC,BPP,25-34,51
ESC,BPP,35-44,13
ESC,BPP,45-54,13
ESC,BPP,55-64,8
ESC,BPP,65-74,1
ESC,BPP,75+,1
ESC,CPF,18-24,75
ESC,CPF,25-34,100
ESC,CPF,35-44,72
ESC,CPF,45-54,51
ESC,CPF,55-64,43
ESC,CPF,65-74,35
ESC,CPF,75+,8
ESC,CPP,18-24,32
ESC,CPP,25-34,29
ESC,CPP,35-44,35
ESC,CPP,45-54,24
ESC,CPP,55-64,14
ESC,CPP,65-74,14
ESC,CPP,75+,4
ESC,CPP,unknown,1
ESC,CSV,18-24,148
ESC,CSV,25-34,227
ESC,CSV,35-44,149
ESC,CSV,45-54,121
ESC,CSV,55-64,105
ESC,CSV,65-74,75
ESC,CSV,75+,25
ESC,CSV,unknown,1
ESC,DEM,18-24,5131
ESC,DEM,25-34,13333
ESC,DEM,35-44,12547
ESC,DEM,45-54,9751
ESC,DEM,55-64,10999
ESC,DEM,65-74,12234
ESC,DEM,75+,10171
ESC,DEM,unknown,261
ESC,ECO,18-24,21
ESC,ECO,25-34,19
ESC,ECO,35-44,10
ESC,ECO,45-54,9
ESC,ECO,55-64,2
ESC,ECO,65-74,5
ESC,ECO,75+,5
ESC,FFP,18-24,4
ESC,FFP,25-34,5
ESC,FFP,35-44,7
ESC,FFP,45-54,5
ESC,FFP,55-64,2
ESC,FFP,65-74,1
ESC,FFP,75+,2
ESC,GRE,18-24,33
ESC,GRE,25-34,61
ESC,GRE,35-44,52
ESC,GRE,45-54,39
ESC,GRE,55-64,17
ESC,GRE,65-74,12
ESC,GRE,75+,1
ESC,IND,18-24,604
ESC,IND,25-34,1226
ESC,IND,35-44,938
ESC,IND,45-54,684
ESC,IND,55-64,685
ESC,IND,65-74,632
ESC,IND,75+,332
ESC,IND,unknown,14
ESC,JEF,18-24,1
ESC,JEF,25-34,1
ESC,LPF,18-24,59
ESC,LPF,25-34,363
ESC,LPF,35-44,331
ESC,LPF,45-54,176
ESC,LPF,55-64,88
ESC,LPF,65-74,45
ESC,LPF,75+,13
ESC,LPF,unknown,4
ESC,NPA,18-24,5010
ESC,NPA,25-34,13340
ESC,NPA,35-44,12243
ESC,NPA,45-54,8146
ESC,NPA,55-64,6833
ESC,NPA,65-74,5428
ESC,NPA,75+,3284
ESC,NPA,unknown,156
ESC,PSL,18-24,26
ESC,PSL,25-34,53
ESC,PSL,35-44,21
ESC,PSL,45-54,5
ESC,PSL,55-64,1
ESC,REP,18-24,6974
ESC,REP,25-34,16601
ESC,REP,35-44,15985
ESC,REP,45-54,15271
ESC,REP,55-64,20410
ESC,REP,65-74,20325
ESC,REP,75+,17597
ESC,REP,unknown,715
FLA,AMF,18-24,41
FLA,AMF,25-34,32
FLA,AMF,35-44,29
FLA,AMF,45-54,27
FLA,AMF,55-64,34
FLA,AMF,65-74,30
FLA,AMF,75+,8
FLA,AMF,unknown,1
FLA,ASP,18-24,20
FLA,ASP,25-34,7
FLA,ASP,35-44,11
FLA,ASP,45-54,7
FLA,ASP,55-64,8
FLA,ASP,65-74,7
FLA,ASP,75+,6
FLA,ASP,unknown,1
FLA,BPP,18-24,35
FLA,BPP,25-34,28
FLA,BPP,35-44,28
FLA,BPP,45-54,26
FLA,BPP,55-64,15
FLA,BPP,65-74,3
FLA,BPP,75+,3
FLA,CPF,18-24,42
FLA,CPF,25-34,36
FLA,CPF,35-44,37
FLA,CPF,45-54,35
FLA,CPF,55-64,41
FLA,CPF,65-74,20
FLA,CPF,75+,9
FLA,CPP,18-24,19
FLA,CPP,25-34,13
FLA,CPP,35-44,16
FLA,CPP,45-54,14
FLA,CPP,55-64,27
FLA,CPP,65-74,11
FLA,CPP,75+,5
FLA,CSV,18-24,102
FLA,CSV,25-34,90
FLA,CSV,35-44,86
FLA,CSV,45-54,86
FLA,CSV,55-64,96
FLA,CSV,65-74,90
FLA,CSV,75+,50
FLA,CSV,unknown,1
FLA,DEM,18-24,1577
FLA,DEM,25-34,2924
FLA,DEM,35-44,2854
FLA,DEM,45-54,2996
FLA,DEM,55-64,4033
FLA,DEM,65-74,6022
FLA,DEM,75+,6720
FLA,DEM,unknown,170
FLA,ECO,18-24,11
FLA,ECO,25-34,8
FLA,ECO,35-44,5
FLA,ECO,45-54,8
FLA,ECO,55-64,5
FLA,ECO,65-74,6
FLA,ECO,75+,6
FLA,ECO,unknown,1
FLA,FFP,18-24,3
FLA,FFP,25-34,3
FLA,FFP,35-44,6
FLA,FFP,45-54,1
FLA,FFP,65-74,1
FLA,FFP,75+,2
FLA,GRE,18-24,20
FLA,GRE,25-34,20
FLA,GRE,35-44,17
FLA,GRE,45-54,9
FLA,GRE,55-64,6
FLA,GRE,65-74,7
FLA,GRE,75+,8
FLA,IND,18-24,294
FLA,IND,25-34,432
FLA,IND,35-44,321
FLA,IND,45-54,322
FLA,IND,55-64,460
FLA,IND,65-74,569
FLA,IND,75+,300
FLA,IND,unknown,12
FLA,JEF,35-44,1
FLA,LPF,18-24,17
FLA,LPF,25-34,75
FLA,LPF,35-44,70
FLA,LPF,45-54,68
FLA,LPF,55-64,39
FLA,LPF,65-74,25
FLA,LPF,75+,15
FLA,LPF,unknown,1
FLA,NPA,18-24,1939
FLA,NPA,25-34,3812
FLA,NPA,35-44,3785
FLA,NPA,45-54,3789
FLA,NPA,55-64,4227
FLA,NPA,65-74,4617
FLA,NPA,75+,4191
FLA,NPA,unknown,140
FLA,PSL,18-24,2
FLA,PSL,25-34,4
FLA,PSL,35-44,3
FLA,PSL,45-54,2
FLA,PSL,55-64,1
FLA,PSL,65-74,2
FLA,REP,18-24,2676
FLA,REP,25-34,4908
FLA,REP,35-44,5259
FLA,REP,45-54,6227
FLA,REP,55-64,10908
FLA,REP,65-74,13009
FLA,REP,75+,11486
FLA,REP,unknown,566
FRA,AMF,18-24,2
FRA,AMF,25-34,2
FRA,AMF,35-44,2
FRA,AMF,55-64,1
FRA,AMF,65-74,1
FRA,ASP,35-44,2
FRA,ASP,45-54,2
FRA,BPP,18-24,1
FRA,BPP,35-44,1
FRA,CPF,18-24,4
FRA,CPF,25-34,3
FRA,CPF,35-44,2
FRA,CPF,45-54,2
FRA,CPF,55-64,4
FRA,CPF,75+,1
FRA,CPP,25-34,2
FRA,CPP,35-44,1
FRA,CPP,55-64,1
FRA,CSV,18-24,6
FRA,CSV,25-34,4
FRA,CSV,35-44,8
FRA,CSV,45-54,6
FRA,CSV,55-64,12
FRA,CSV,65-74,3
FRA,CSV,75+,3
FRA,DEM,18-24,76
FRA,DEM,25-34,201
FRA,DEM,35-44,303
FRA,DEM,45-54,311
FRA,DEM,55-64,422
FRA,DEM,65-74,652
FRA,DEM,75+,645
FRA,DEM,unknown,5
FRA,ECO,18-24,2
FRA,ECO,25-34,2
FRA,ECO,45-54,2
FRA,ECO,55-64,1
FRA,ECO,65-74,1
FRA,FFP,25-34,1
FRA,FFP,65-74,1
FRA,GRE,25-34,1
FRA,GRE,35-44,1
FRA,GRE,45-54,1
FRA,IND,18-24,12
FRA,IND,25-34,20
FRA,IND,35-44,16
FRA,IND,45-54,30
FRA,IND,55-64,50
FRA,IND,65-74,61
FRA,IND,75+,35
FRA,JEF,25-34,1
FRA,LPF,18-24,2
FRA,LPF,25-34,3
FRA,LPF,35-44,5
FRA,LPF,45-54,3
FRA,LPF,55-64,8
FRA,LPF,65-74,1
FRA,LPF,75+,1
FRA,NPA,18-24,112
FRA,NPA,25-34,211
FRA,NPA,35-44,156
FRA,NPA,45-54,150
FRA,NPA,55-64,244
FRA,NPA,65-74,309
FRA,NPA,75+,207
FRA,NPA,unknown,1
FRA,REP,18-24,206
FRA,REP,25-34,388
FRA,REP,35-44,397
FRA,REP,45-54,523
FRA,REP,55-64,1036
FRA,REP,65-74,1117
FRA,REP,75+,861
FRA,REP,unknown,11
GAD,AMF,18-24,9
GAD,AMF,25-34,3
GAD,AMF,35-44,3
GAD,AMF,45-54,8
GAD,AMF,55-64,2
GAD,AMF,65-74,1
GAD,ASP,18-24,7
GAD,ASP,25-34,5
GAD,ASP,35-44,4
GAD,ASP,45-54,2
GAD,ASP,55-64,2
GAD,ASP,65-74,1
GAD,BPP,18-24,1
GAD,CPF,18-24,10
GAD,CPF,25-34,10
GAD,CPF,35-44,9
GAD,CPF,45-54,6
GAD,CPF,55-64,7
GAD,CPF,65-74,1
GAD,CPP,18-24,4
GAD,CPP,25-34,2
GAD,CPP,35-44,2
GAD,CPP,45-54,4
GAD,CPP,55-64,1
GAD,CPP,65-74,2
GAD,CPP,75+,1
GAD,CSV,18-24,13
GAD,CSV,25-34,12
GAD,CSV,35-44,9
GAD,CSV,45-54,12
GAD,CSV,55-64,9
GAD,CSV,65-74,5
GAD,CSV,75+,1
GAD,CSV,unknown,1
GAD,DEM,18-24,1338
GAD,DEM,25-34,2683
GAD,DEM,35-44,2899
GAD,DEM,45-54,3264
GAD,DEM,55-64,3529
GAD,DEM,65-74,3732
GAD,DEM,75+,3066
GAD,DEM,unknown,93
GAD,ECO,18-24,2
GAD,ECO,35-44,1
GAD,ECO,45-54,1
GAD,ECO,55-64,1
GAD,ECO,65-74,1
GAD,FFP,25-34,1
GAD,FFP,45-54,1
GAD,FFP,unknown,1
GAD,GRE,18-24,3
GAD,GRE,25-34,2
GAD,GRE,35-44,3
