extract_month,zip_code,party_affiliation,voter_count
2026-04,33811,GRE,19
2026-04,33811,IND,597
2026-04,33811,LPF,84
2026-04,33811,NPA,5115
2026-04,33811,REP,9733
2026-04,338110000,DEM,45
2026-04,338110000,NPA,31
2026-04,338110000,REP,101
2026-04,33812,CPF,12
2026-04,33812,CSV,24
2026-04,33812,DEM,2680
2026-04,33812,IND,259
2026-04,33812,LPF,48
2026-04,33812,NPA,2883
2026-04,33812,REP,5459
2026-04,33813,AMF,25
2026-04,33813,BPP,24
2026-04,33813,CPF,29
2026-04,33813,CPP,10
2026-04,33813,CSV,49
2026-04,33813,DEM,6122
2026-04,33813,GRE,14
2026-04,33813,IND,697
2026-04,33813,LPF,88
2026-04,33813,NPA,6489
2026-04,33813,REP,13682
2026-04,338130000,DEM,66
2026-04,338130000,NPA,35
2026-04,338130000,REP,175
2026-04,33815,AMF,24
2026-04,33815,BPP,35
2026-04,33815,CPF,19
2026-04,33815,CSV,38
2026-04,33815,DEM,3175
2026-04,33815,IND,226
2026-04,33815,LPF,20
2026-04,33815,NPA,2379
2026-04,33815,REP,2398
2026-04,338150000,DEM,16
2026-04,338150000,REP,13
2026-04,33823,AMF,34
2026-04,33823,ASP,18
2026-04,33823,BPP,81
2026-04,33823,CPF,54
2026-04,33823,CPP,19
2026-04,33823,CSV,75
2026-04,33823,DEM,6081
2026-04,33823,FFP,12
2026-04,33823,GRE,21
2026-04,33823,IND,614
2026-04,33823,LPF,67
2026-04,33823,NPA,6845
2026-04,33823,REP,11772
2026-04,338230000,DEM,36
2026-04,338230000,NPA,26
2026-04,338230000,REP,68
2026-04,33825,AMF,25
2026-04,33825,ASP,14
2026-04,33825,BPP,43
2026-04,33825,CPF,29
2026-04,33825,CPP,10
2026-04,33825,CSV,65
2026-04,33825,DEM,4295
2026-04,33825,GRE,12
2026-04,33825,IND,270
2026-04,33825,LPF,20
2026-04,33825,NPA,3567
2026-04,33825,REP,6972
2026-04,33827,DEM,363
2026-04,33827,IND,34
2026-04,33827,LPF,10
2026-04,33827,NPA,411
2026-04,33827,REP,1201
2026-04,33830,AMF,28
2026-04,33830,ASP,13
2026-04,33830,BPP,34
2026-04,33830,CPF,38
2026-04,33830,CSV,58
2026-04,33830,DEM,6114
2026-04,33830,IND,460
2026-04,33830,LPF,95
2026-04,33830,NPA,5136
2026-04,33830,REP,9174
2026-04,338300000,DEM,42
2026-04,338300000,NPA,10
2026-04,338300000,REP,32
2026-04,33834,AMF,11
2026-04,33834,CPF,13
2026-04,33834,CSV,21
2026-04,33834,DEM,700
2026-04,33834,IND,34
2026-04,33834,NPA,514
2026-04,33834,REP,1282
2026-04,33835,DEM,101
2026-04,33835,NPA,79
2026-04,33835,REP,111
2026-04,33837,AMF,39
2026-04,33837,ASP,27
2026-04,33837,BPP,255
2026-04,33837,CPF,60
2026-04,33837,CPP,33
2026-04,33837,CSV,116
2026-04,33837,DEM,13049
2026-04,33837,ECO,18
2026-04,33837,GRE,25
2026-04,33837,IND,821
2026-04,33837,LPF,102
2026-04,33837,NPA,13769
2026-04,33837,REP,11223
2026-04,338370000,DEM,27
2026-04,338370000,NPA,19
2026-04,338370000,REP,68
2026-04,33838,BPP,20
2026-04,33838,CPF,11
2026-04,33838,CSV,17
2026-04,33838,DEM,1451
2026-04,33838,IND,69
2026-04,33838,NPA,1271
2026-04,33838,REP,1167
2026-04,338380000,DEM,12
2026-04,33839,BPP,18
2026-04,33839,CPF,12
2026-04,33839,CSV,19
2026-04,33839,DEM,1069
2026-04,33839,IND,73
2026-04,33839,NPA,1004
2026-04,33839,REP,1540
2026-04,33841,CSV,16
2026-04,33841,DEM,1255
2026-04,33841,IND,82
2026-04,33841,LPF,14
2026-04,33841,NPA,1022
2026-04,33841,REP,2480
2026-04,338410000,DEM,10
2026-04,338410000,REP,13
2026-04,33843,BPP,11
2026-04,33843,CPF,11
2026-04,33843,CSV,20
2026-04,33843,DEM,1319
2026-04,33843,IND,169
2026-04,33843,LPF,12
2026-04,33843,NPA,1627
2026-04,33843,REP,3334
2026-04,338430000,DEM,11
2026-04,338430000,REP,20
2026-04,33844,AMF,60
2026-04,33844,ASP,40
2026-04,33844,BPP,308
2026-04,33844,CPF,61
2026-04,33844,CPP,31
2026-04,33844,CSV,155
2026-04,33844,DEM,12019
2026-04,33844,ECO,22
2026-04,33844,GRE,29
2026-04,33844,IND,657
2026-04,33844,LPF,58
2026-04,33844,NPA,11821
2026-04,33844,REP,10475
2026-04,338440000,DEM,93
2026-04,338440000,NPA,31
2026-04,338440000,REP,74
2026-04,33847,DEM,31
2026-04,33847,NPA,38
2026-04,33847,REP,131
2026-04,33848,DEM,115
2026-04,33848,NPA,161
2026-04,33848,REP,162
2026-04,33849,DEM,66
2026-04,33849,NPA,102
2026-04,33849,REP,285
2026-04,33850,AMF,12
2026-04,33850,BPP,36
2026-04,33850,CSV,31
2026-04,33850,DEM,2080
2026-04,33850,GRE,10
2026-04,33850,IND,169
2026-04,33850,LPF,18
2026-04,33850,NPA,2048
2026-04,33850,REP,2932
2026-04,338500000,DEM,15
2026-04,338500000,REP,35
2026-04,33851,DEM,146
2026-04,33851,IND,12
2026-04,33851,NPA,179
2026-04,33851,REP,258
2026-04,33852,AMF,23
2026-04,33852,ASP,15
2026-04,33852,BPP,18
2026-04,33852,CPF,34
2026-04,33852,CPP,12
2026-04,33852,CSV,75
2026-04,33852,DEM,3048
2026-04,33852,IND,313
2026-04,33852,LPF,26
2026-04,33852,NPA,3288
2026-04,33852,REP,8966
2026-04,33853,AMF,12
2026-04,33853,BPP,19
2026-04,33853,CPF,17
2026-04,33853,CSV,29
2026-04,33853,DEM,2825
2026-04,33853,IND,172
2026-04,33853,LPF,19
2026-04,33853,NPA,1881
2026-04,33853,REP,2305
2026-04,338530000,DEM,25
2026-04,338530000,REP,26
2026-04,33855,DEM,175
2026-04,33855,IND,17
2026-04,33855,NPA,235
2026-04,33855,REP,578
2026-04,33856,DEM,184
2026-04,33856,IND,15
2026-04,33856,NPA,81
2026-04,33856,REP,102
2026-04,33857,DEM,146
2026-04,33857,IND,29
2026-04,33857,NPA,197
2026-04,33857,REP,640
2026-04,33859,AMF,15
2026-04,33859,BPP,32
2026-04,33859,CPF,17
2026-04,33859,CSV,42
2026-04,33859,DEM,2015
2026-04,33859,IND,196
2026-04,33859,LPF,22
2026-04,33859,NPA,2099
2026-04,33859,REP,3801
2026-04,33860,AMF,17
2026-04,33860,BPP,20
2026-04,33860,CPF,24
2026-04,33860,CSV,40
2026-04,33860,DEM,3571
2026-04,33860,GRE,10
2026-04,33860,IND,348
2026-04,33860,LPF,46
2026-04,33860,NPA,3869
2026-04,33860,REP,6526
2026-04,338600000,DEM,42
2026-04,338600000,NPA,23
2026-04,338600000,REP,66
2026-04,33863,DEM,12
2026-04,33865,DEM,78
2026-04,33865,NPA,76
2026-04,33865,REP,370
2026-04,33867,DEM,15
2026-04,33867,NPA,24
2026-04,33867,REP,62
2026-04,33868,AMF,10
2026-04,33868,BPP,13
2026-04,33868,CPF,21
2026-04,33868,CSV,32
2026-04,33868,DEM,1529
2026-04,33868,GRE,10
2026-04,33868,IND,199
2026-04,33868,LPF,23
2026-04,33868,NPA,2399
2026-04,33868,REP,4506
2026-04,338680000,DEM,35
2026-04,338680000,NPA,23
2026-04,338680000,REP,56
2026-04,33870,AMF,35
2026-04,33870,ASP,20
2026-04,33870,BPP,52
2026-04,33870,CPF,34
2026-04,33870,CPP,16
2026-04,33870,CSV,109
2026-04,33870,DEM,4060
2026-04,33870,ECO,10
2026-04,33870,IND,413
2026-04,33870,LPF,41
2026-04,33870,NPA,3613
2026-04,33870,REP,7358
2026-04,33872,AMF,10
2026-04,33872,BPP,29
2026-04,33872,CPF,18
2026-04,33872,CSV,56
2026-04,33872,DEM,2538
2026-04,33872,GRE,10
2026-04,33872,IND,286
2026-04,33872,LPF,17
2026-04,33872,NPA,2362
2026-04,33872,REP,5379
2026-04,33873,AMF,24
2026-04,33873,ASP,10
2026-04,33873,CPF,15
2026-04,33873,CSV,43
2026-04,33873,DEM,1809
2026-04,33873,IND,94
2026-04,33873,LPF,20
2026-04,33873,NPA,1422
2026-04,33873,REP,3810
2026-04,33875,AMF,14
2026-04,33875,CPF,11
2026-04,33875,CSV,34
2026-04,33875,DEM,1494
2026-04,33875,IND,214
2026-04,33875,LPF,19
2026-04,33875,NPA,1671
2026-04,33875,REP,5397
2026-04,33876,CPF,17
2026-04,33876,CSV,25
2026-04,33876,DEM,808
2026-04,33876,IND,117
2026-04,33876,LPF,14
2026-04,33876,NPA,971
2026-04,33876,REP,2295
2026-04,33877,DEM,145
2026-04,33877,NPA,70
2026-04,33877,REP,81
2026-04,33880,AMF,33
2026-04,33880,ASP,26
2026-04,33880,BPP,89
2026-04,33880,CPF,48
2026-04,33880,CPP,19
2026-04,33880,CSV,83
2026-04,33880,DEM,7597
2026-04,33880,GRE,20
2026-04,33880,IND,563
2026-04,33880,LPF,70
2026-04,33880,NPA,7302
2026-04,33880,REP,9539
2026-04,338800000,DEM,94
2026-04,338800000,NPA,40
2026-04,338800000,REP,156
2026-04,33881,AMF,28
2026-04,33881,ASP,19
2026-04,33881,BPP,123
2026-04,33881,CPF,33
2026-04,33881,CPP,25
2026-04,33881,CSV,111
2026-04,33881,DEM,10205
2026-04,33881,ECO,14
2026-04,33881,GRE,23
2026-04,33881,IND,557
2026-04,33881,LPF,63
2026-04,33881,NPA,8248
2026-04,33881,REP,9030
2026-04,338810000,DEM,76
2026-04,338810000,NPA,26
2026-04,338810000,REP,87
2026-04,33884,AMF,37
2026-04,33884,ASP,10
2026-04,33884,BPP,72
2026-04,33884,CPF,33
2026-04,33884,CPP,13
2026-04,33884,CSV,74
2026-04,33884,DEM,7394
2026-04,33884,GRE,19
2026-04,33884,IND,709
2026-04,33884,LPF,85
2026-04,33884,NPA,6850
2026-04,33884,REP,12808
2026-04,338840000,DEM,54
2026-04,338840000,NPA,28
2026-04,338840000,REP,161
2026-04,33890,CSV,14
2026-04,33890,DEM,524
2026-04,33890,IND,22
2026-04,33890,NPA,545
2026-04,33890,REP,1681
2026-04,33896,AMF,32
2026-04,33896,ASP,20
2026-04,33896,BPP,89
2026-04,33896,CPF,27
2026-04,33896,CPP,18
2026-04,33896,CSV,81
2026-04,33896,DEM,6307
2026-04,33896,ECO,12
2026-04,33896,GRE,18
2026-04,33896,IND,442
2026-04,33896,LPF,61
2026-04,33896,NPA,6226
2026-04,33896,REP,5124
2026-04,33897,AMF,20
2026-04,33897,BPP,76
2026-04,33897,CPF,32
2026-04,33897,CPP,15
2026-04,33897,CSV,56
2026-04,33897,DEM,7107
2026-04,33897,ECO,10
2026-04,33897,GRE,20
2026-04,33897,IND,460
2026-04,33897,LPF,50
2026-04,33897,NPA,6753
2026-04,33897,REP,5503
2026-04,33898,AMF,17
2026-04,33898,ASP,11
2026-04,33898,BPP,39
2026-04,33898,CPF,27
2026-04,33898,CSV,26
2026-04,33898,DEM,2904
2026-04,33898,IND,299
2026-04,33898,LPF,30
2026-04,33898,NPA,2968
2026-04,33898,REP,6324
2026-04,33901,AMF,14
2026-04,33901,BPP,16
2026-04,33901,CPF,24
2026-04,33901,CPP,11
2026-04,33901,CSV,42
2026-04,33901,DEM,4168
2026-04,33901,GRE,11
2026-04,33901,IND,297
2026-04,33901,LPF,26
2026-04,33901,NPA,3553
2026-04,33901,REP,4664
2026-04,33903,AMF,13
2026-04,33903,BPP,11
2026-04,33903,CPF,23
2026-04,33903,CSV,56
2026-04,33903,DEM,3406
2026-04,33903,GRE,12
2026-04,33903,IND,368
2026-04,33903,LPF,33
2026-04,33903,NPA,4366
2026-04,33903,REP,8086
2026-04,33904,AMF,26
2026-04,33904,BPP,12
2026-04,33904,CPF,34
2026-04,33904,CPP,14
2026-04,33904,CSV,67
2026-04,33904,DEM,4490
2026-04,33904,GRE,15
2026-04,33904,IND,499
2026-04,33904,LPF,84
2026-04,33904,NPA,6487
2026-04,33904,REP,12303
2026-04,33905,AMF,39
2026-04,33905,ASP,25
2026-04,33905,BPP,31
2026-04,33905,CPF,45
2026-04,33905,CPP,15
2026-04,33905,CSV,85
2026-04,33905,DEM,5664
2026-04,33905,GRE,16
2026-04,33905,IND,556
2026-04,33905,LPF,60
2026-04,33905,NPA,6601
2026-04,33905,REP,11279
2026-04,33907,AMF,17
2026-04,33907,ASP,12
2026-04,33907,BPP,16
2026-04,33907,CPF,27
2026-04,33907,CSV,44
2026-04,33907,DEM,3916
2026-04,33907,GRE,11
2026-04,33907,IND,382
2026-04,33907,LPF,28
2026-04,33907,NPA,4054
2026-04,33907,REP,5269
2026-04,33908,AMF,25
2026-04,33908,ASP,14
2026-04,33908,BPP,13
2026-04,33908,CPF,32
2026-04,33908,CPP,10
2026-04,33908,CSV,73
2026-04,33908,DEM,6527
2026-04,33908,GRE,22
2026-04,33908,IND,726
2026-04,33908,LPF,59
2026-04,33908,NPA,8438
2026-04,33908,REP,16364
2026-04,33909,AMF,39
2026-04,33909,ASP,17
2026-04,33909,BPP,31
2026-04,33909,CPF,32
2026-04,33909,CPP,11
2026-04,33909,CSV,101
2026-04,33909,DEM,5974
2026-04,33909,GRE,17
2026-04,33909,IND,611
2026-04,33909,LPF,75
2026-04,33909,NPA,8254
2026-04,33909,REP,11627
2026-04,33912,CSV,35
2026-04,33912,DEM,3028
2026-04,33912,IND,382
2026-04,33912,LPF,33
2026-04,33912,NPA,4080
2026-04,33912,REP,8208
2026-04,33913,AMF,21
2026-04,33913,ASP,11
2026-04,33913,BPP,12
2026-04,33913,CPF,42
2026-04,33913,CPP,13
2026-04,33913,CSV,81
2026-04,33913,DEM,5585
2026-04,33913,GRE,17
2026-04,33913,IND,797
2026-04,33913,LPF,64
2026-04,33913,NPA,7827
2026-04,33913,REP,14663
2026-04,33914,AMF,36
2026-04,33914,ASP,10
2026-04,33914,BPP,17
2026-04,33914,CPF,35
2026-04,33914,CPP,10
2026-04,33914,CSV,112
2026-04,33914,DEM,6393
2026-04,33914,GRE,16
2026-04,33914,IND,756
2026-04,33914,LPF,73
2026-04,33914,NPA,9313
2026-04,33914,REP,18053
2026-04,33916,AMF,35
2026-04,33916,ASP,16
2026-04,33916,BPP,28
2026-04,33916,CPF,33
2026-04,33916,CPP,20
2026-04,33916,CSV,50
2026-04,33916,DEM,6179
2026-04,33916,IND,294
2026-04,33916,LPF,33
2026-04,33916,NPA,4123
2026-04,33916,REP,3191
2026-04,33917,AMF,33
2026-04,33917,ASP,10
2026-04,33917,BPP,11
2026-04,33917,CPF,33
2026-04,33917,CSV,101
2026-04,33917,DEM,4804
2026-04,33917,GRE,12
2026-04,33917,IND,559
2026-04,33917,LPF,49
2026-04,33917,NPA,6317
2026-04,33917,REP,13159
2026-04,33919,AMF,17
2026-04,33919,CPF,26
2026-04,33919,CSV,49
2026-04,33919,DEM,5399
2026-04,33919,ECO,13
2026-04,33919,GRE,14
2026-04,33919,IND,519
2026-04,33919,LPF,55
2026-04,33919,NPA,5923
2026-04,33919,REP,11240
2026-04,33920,CSV,30
2026-04,33920,DEM,1124
2026-04,33920,IND,157
2026-04,33920,LPF,25
2026-04,33920,NPA,1682
2026-04,33920,REP,4607
2026-04,33921,DEM,224
2026-04,33921,IND,31
2026-04,33921,NPA,297
2026-04,33921,REP,933
2026-04,33922,DEM,640
2026-04,33922,IND,72
2026-04,33922,LPF,12
2026-04,33922,NPA,934
2026-04,33922,REP,1805
2026-04,33924,DEM,86
2026-04,33924,NPA,111
2026-04,33924,REP,207
2026-04,33928,AMF,28
2026-04,33928,CPF,23
2026-04,33928,CPP,10
2026-04,33928,CSV,78
2026-04,33928,DEM,4683
2026-04,33928,GRE,13
2026-04,33928,IND,714
2026-04,33928,LPF,60
2026-04,33928,NPA,7234
2026-04,33928,REP,14881
2026-04,33930,DEM,108
2026-04,33930,NPA,83
2026-04,33930,REP,232
2026-04,339300000,REP,36
2026-04,33931,CSV,13
2026-04,33931,DEM,967
2026-04,33931,IND,108
2026-04,33931,NPA,1517
2026-04,33931,REP,3322
2026-04,33935,AMF,18
2026-04,33935,CPF,10
2026-04,33935,CSV,27
2026-04,33935,DEM,3550
2026-04,33935,IND,202
2026-04,33935,LPF,31
2026-04,33935,NPA,3350
2026-04,33935,REP,7200
2026-04,33936,AMF,23
2026-04,33936,ASP,13
2026-04,33936,BPP,30
2026-04,33936,CPF,21
2026-04,33936,CPP,11
2026-04,33936,CSV,49
2026-04,33936,DEM,4499
2026-04,33936,GRE,18
2026-04,33936,IND,318
2026-04,33936,LPF,38
2026-04,33936,NPA,4500
2026-04,33936,REP,5341
2026-04,33944,DEM,41
2026-04,33944,NPA,53
2026-04,33944,REP,144
2026-04,33946,DEM,319
2026-04,33946,IND,51
2026-04,33946,NPA,523
2026-04,33946,REP,1308
2026-04,33947,CPF,13
2026-04,33947,CSV,27
2026-04,33947,DEM,1599
2026-04,33947,IND,207
2026-04,33947,LPF,10
2026-04,33947,NPA,1974
2026-04,33947,REP,4465
2026-04,339471802,REP,13
2026-04,339471803,REP,10
2026-04,339471811,REP,12
2026-04,339471840,REP,13
2026-04,339472000,REP,14
2026-04,339472012,REP,11
2026-04,339472013,REP,11
2026-04,339472017,REP,12
2026-04,339472019,REP,12
2026-04,339472033,REP,12
2026-04,339472036,REP,10
2026-04,339472037,REP,11
2026-04,339472146,REP,10
2026-04,339472231,REP,15
2026-04,339472868,REP,10
2026-04,339472910,REP,13
2026-04,33948,CPF,11
2026-04,33948,CSV,26
2026-04,33948,DEM,2501
2026-04,33948,GRE,10
2026-04,33948,IND,242
2026-04,33948,LPF,30
2026-04,33948,NPA,2922
2026-04,33948,REP,5026
2026-04,339487649,REP,10
2026-04,33950,CPF,13
2026-04,33950,CSV,40
2026-04,33950,DEM,2925
2026-04,33950,IND,379
2026-04,33950,LPF,31
2026-04,33950,NPA,3719
2026-04,33950,REP,8805
2026-04,339501301,REP,10
2026-04,339501312,REP,11
2026-04,339504398,REP,12
2026-04,339505032,REP,10
2026-04,339505050,REP,10
2026-04,339506669,REP,11
2026-04,339507517,REP,13
2026-04,339508009,REP,10
2026-04,339508950,REP,10
2026-04,33952,BPP,10
2026-04,33952,CPF,27
2026-04,33952,CSV,47
2026-04,33952,DEM,4261
2026-04,33952,GRE,19
2026-04,33952,IND,438
2026-04,33952,LPF,54
2026-04,33952,NPA,4976
2026-04,33952,REP,7552
2026-04,339526531,REP,16
2026-04,33953,CSV,30
2026-04,33953,DEM,1105
2026-04,33953,IND,150
2026-04,33953,LPF,12
2026-04,33953,NPA,1529
2026-04,33953,REP,3272
2026-04,339532217,REP,11
2026-04,339532224,REP,11
2026-04,339532236,REP,14
2026-04,339532241,REP,13
2026-04,339532290,REP,13
2026-04,339532357,REP,13
2026-04,339532369,REP,14
2026-04,339532473,REP,17
2026-04,339535611,REP,34
2026-04,339535960,REP,12
2026-04,339535970,REP,10
2026-04,33954,CPF,17
2026-04,33954,CSV,34
2026-04,33954,DEM,1769
2026-04,33954,IND,169
2026-04,33954,LPF,17
2026-04,33954,NPA,2002
2026-04,33954,REP,3206
2026-04,33955,CPF,14
2026-04,33955,CSV,33
2026-04,33955,DEM,1290
2026-04,33955,IND,228
2026-04,33955,LPF,17
2026-04,33955,NPA,2044
2026-04,33955,REP,4804
2026-04,339552235,REP,13
2026-04,339554070,REP,13
2026-04,339554106,REP,10
2026-04,339556345,REP,12
2026-04,339556346,REP,14
2026-04,339556464,REP,10
2026-04,339556470,REP,12
2026-04,339556471,REP,10
2026-04,33956,DEM,492
2026-04,33956,IND,60
2026-04,33956,NPA,813
2026-04,33956,REP,1697
2026-04,33957,DEM,1289
2026-04,33957,IND,103
2026-04,33957,LPF,18
2026-04,33957,NPA,1487
2026-04,33957,REP,2525
2026-04,33960,DEM,89
2026-04,33960,NPA,139
2026-04,33960,REP,371
2026-04,33965,DEM,106
2026-04,33965,IND,13
2026-04,33965,NPA,103
2026-04,33965,REP,69
2026-04,33966,AMF,18
2026-04,33966,CPF,12
2026-04,33966,CSV,34
2026-04,33966,DEM,2505
2026-04,33966,IND,313
2026-04,33966,LPF,26
2026-04,33966,NPA,3106
2026-04,33966,REP,5196
2026-04,33967,AMF,22
2026-04,33967,BPP,11
2026-04,33967,CPF,31
2026-04,33967,CSV,71
2026-04,33967,DEM,3944
2026-04,33967,GRE,15
2026-04,33967,IND,474
2026-04,33967,LPF,57
2026-04,33967,NPA,5706
2026-04,33967,REP,8144
2026-04,33971,AMF,46
2026-04,33971,ASP,20
2026-04,33971,BPP,33
2026-04,33971,CPF,31
2026-04,33971,CPP,17
2026-04,33971,CSV,52
2026-04,33971,DEM,5278
2026-04,33971,GRE,13
2026-04,33971,IND,315
2026-04,33971,LPF,28
2026-04,33971,NPA,5236
2026-04,33971,REP,5224
2026-04,33972,AMF,28
2026-04,33972,ASP,11
2026-04,33972,BPP,24
2026-04,33972,CPF,17
2026-04,33972,CSV,26
2026-04,33972,DEM,2924
2026-04,33972,IND,222
2026-04,33972,LPF,17
2026-04,33972,NPA,3223
2026-04,33972,REP,3946
2026-04,33973,AMF,14
2026-04,33973,BPP,16
2026-04,33973,CPF,24
2026-04,33973,CSV,37
2026-04,33973,DEM,1622
2026-04,33973,IND,95
2026-04,33973,LPF,10
2026-04,33973,NPA,1557
2026-04,33973,REP,1083
2026-04,33974,AMF,48
2026-04,33974,ASP,11
2026-04,33974,BPP,38
2026-04,33974,CPF,30
2026-04,33974,CPP,13
2026-04,33974,CSV,45
2026-04,33974,DEM,3403
2026-04,33974,GRE,12
2026-04,33974,IND,246
2026-04,33974,LPF,25
2026-04,33974,NPA,3614
2026-04,33974,REP,3755
2026-04,33976,AMF,31
2026-04,33976,ASP,11
2026-04,33976,BPP,31
2026-04,33976,CPF,26
2026-04,33976,CSV,30
2026-04,33976,DEM,3463
2026-04,33976,IND,230
2026-04,33976,LPF,24
2026-04,33976,NPA,3591
2026-04,33976,REP,3208
2026-04,33980,CSV,31
2026-04,33980,DEM,1728
2026-04,33980,IND,178
2026-04,33980,LPF,17
2026-04,33980,NPA,1955
2026-04,33980,REP,3138
2026-04,339805249,REP,11
2026-04,339805619,REP,11
2026-04,339808448,DEM,10
2026-04,339808448,REP,25
2026-04,33981,CPF,19
2026-04,33981,CSV,53
2026-04,33981,DEM,1797
2026-04,33981,IND,300
2026-04,33981,LPF,19
2026-04,33981,NPA,2833
2026-04,33981,REP,6300
2026-04,339811057,REP,12
2026-04,339811058,REP,17
2026-04,339811063,REP,14
2026-04,33982,CPF,14
2026-04,33982,CSV,47
2026-04,33982,DEM,1725
2026-04,33982,IND,264
2026-04,33982,LPF,27
2026-04,33982,NPA,2470
2026-04,33982,REP,5588
2026-04,339822400,REP,17
2026-04,339822594,REP,12
2026-04,339822597,REP,12
2026-04,339822617,REP,12
2026-04,339822633,REP,10
2026-04,339822699,REP,11
2026-04,339822700,REP,17
2026-04,339822702,REP,14
2026-04,339822703,REP,17
2026-04,339822705,REP,13
2026-04,339822724,REP,20
2026-04,339822726,NPA,10
2026-04,339822726,REP,24
2026-04,339822738,REP,27
2026-04,339822739,REP,28
2026-04,339822740,NPA,13
2026-04,339822740,REP,28
2026-04,339822750,REP,13
2026-04,339822751,REP,22
2026-04,339822833,REP,29
2026-04,339825015,REP,16
2026-04,339825195,REP,10
2026-04,339825326,REP,14
2026-04,339826126,REP,10
2026-04,339826127,REP,10
2026-04,339826168,REP,15
2026-04,339826170,REP,10
2026-04,339826173,REP,20
2026-04,339826176,REP,15
2026-04,339826180,REP,13
2026-04,339829728,DEM,13
2026-04,339829728,REP,21
2026-04,33983,CPF,17
2026-04,33983,CSV,37
2026-04,33983,DEM,2503
2026-04,33983,IND,283
2026-04,33983,LPF,23
2026-04,33983,NPA,2790
2026-04,33983,REP,4922
2026-04,339835871,REP,10
2026-04,339836700,REP,10
2026-04,339836706,REP,10
2026-04,339836707,REP,13
2026-04,33990,AMF,22
2026-04,33990,ASP,11
2026-04,33990,BPP,22
2026-04,33990,CPF,23
2026-04,33990,CPP,12
2026-04,33990,CSV,70
2026-04,33990,DEM,5148
2026-04,33990,GRE,27
2026-04,33990,IND,469
2026-04,33990,LPF,56
2026-04,33990,NPA,6658
2026-04,33990,REP,10268
2026-04,33991,AMF,31
2026-04,33991,BPP,22
2026-04,33991,CPF,19
2026-04,33991,CPP,11
2026-04,33991,CSV,76
2026-04,33991,DEM,4263
2026-04,33991,GRE,17
2026-04,33991,IND,500
2026-04,33991,LPF,44
2026-04,33991,NPA,6387
2026-04,33991,REP,10749
2026-04,33993,AMF,40
2026-04,33993,ASP,19
2026-04,33993,BPP,26
2026-04,33993,CPF,36
2026-04,33993,CSV,118
2026-04,33993,DEM,5356
2026-04,33993,ECO,14
2026-04,33993,GRE,19
2026-04,33993,IND,711
2026-04,33993,LPF,74
2026-04,33993,NPA,8639
2026-04,33993,REP,14622
2026-04,34102,CSV,16
2026-04,34102,DEM,1395
2026-04,34102,IND,179
2026-04,34102,LPF,22
2026-04,34102,NPA,1890
2026-04,34102,REP,5658
2026-04,34103,CPF,11
2026-04,34103,CSV,12
2026-04,34103,DEM,1728
2026-04,34103,IND,206
2026-04,34103,LPF,20
2026-04,34103,NPA,2114
2026-04,34103,REP,5767
2026-04,34104,AMF,18
2026-04,34104,CPF,27
2026-04,34104,CSV,55
2026-04,34104,DEM,3864
2026-04,34104,GRE,11
2026-04,34104,IND,363
2026-04,34104,LPF,40
2026-04,34104,NPA,4477
2026-04,34104,REP,8321
2026-04,34105,CPF,10
2026-04,34105,CSV,26
2026-04,34105,DEM,2460
2026-04,34105,IND,278
2026-04,34105,LPF,30
2026-04,34105,NPA,3174
2026-04,34105,REP,7527
2026-04,34108,CSV,22
2026-04,34108,DEM,2442
2026-04,34108,IND,314
2026-04,34108,LPF,22
2026-04,34108,NPA,3051
2026-04,34108,REP,7790
2026-04,34109,CPF,13
2026-04,34109,CSV,46
2026-04,34109,DEM,3822
2026-04,34109,GRE,11
2026-04,34109,IND,443
2026-04,34109,LPF,40
2026-04,34109,NPA,4681
2026-04,34109,REP,10812
2026-04,34110,AMF,14
2026-04,34110,CPF,13
2026-04,34110,CSV,41
2026-04,34110,DEM,3749
2026-04,34110,GRE,10
2026-04,34110,IND,465
2026-04,34110,LPF,37
2026-04,34110,NPA,4779
2026-04,34110,REP,12248
2026-04,34112,AMF,20
2026-04,34112,BPP,10
2026-04,34112,CPF,25
2026-04,34112,CPP,11
2026-04,34112,CSV,66
2026-04,34112,DEM,4568
2026-04,34112,ECO,10
2026-04,34112,GRE,16
2026-04,34112,IND,498
2026-04,34112,LPF,53
2026-04,34112,NPA,4750
2026-04,34112,REP,9774
2026-04,34113,AMF,13
2026-04,34113,ASP,14
2026-04,34113,CPF,23
2026-04,34113,CSV,50
2026-04,34113,DEM,3934
2026-04,34113,GRE,15
2026-04,34113,IND,403
2026-04,34113,LPF,34
2026-04,34113,NPA,4379
2026-04,34113,REP,9141
2026-04,34114,AMF,20
2026-04,34114,CPF,23
2026-04,34114,CPP,11
2026-04,34114,CSV,69
2026-04,34114,DEM,3942
2026-04,34114,IND,449
2026-04,34114,LPF,39
2026-04,34114,NPA,4552
2026-04,34114,REP,12009
2026-04,34116,AMF,17
2026-04,34116,ASP,14
2026-04,34116,CPF,34
2026-04,34116,CSV,50
2026-04,34116,DEM,4198
2026-04,34116,GRE,13
2026-04,34116,IND,239
2026-04,34116,LPF,34
2026-04,34116,NPA,3821
2026-04,34116,REP,5203
2026-04,34117,AMF,20
2026-04,34117,ASP,14
2026-04,34117,CPF,22
2026-04,34117,CSV,44
2026-04,34117,DEM,2161
2026-04,34117,IND,226
2026-04,34117,LPF,36
2026-04,34117,NPA,2947
2026-04,34117,REP,6378
